step,ep_return,ep_len,value_loss,policy_loss,entropy,approx_kl,clipfrac
7384,124.0,124,,,,,
7561,177.0,177,,,,,
7657,96.0,96,,,,,
7744,87.0,87,,,,,
7796,52.0,52,,,,,
7976,180.0,180,,,,,
8007,31.0,31,,,,,
8162,155.0,155,,,,,
8192,,,119.52867126464844,-13.368266105651855,0.6151962280273438,0.002648929599672556,0.015625
8251,89.0,89,,,,,
8317,66.0,66,,,,,
8376,59.0,59,,,,,
8492,116.0,116,,,,,
8637,145.0,145,,,,,
8796,159.0,159,,,,,
8816,20.0,20,,,,,
8923,107.0,107,,,,,
9088,165.0,165,,,,,
9142,54.0,54,,,,,
9275,133.0,133,,,,,
9309,34.0,34,,,,,
9450,141.0,141,,,,,
9594,144.0,144,,,,,
9732,138.0,138,,,,,
9939,207.0,207,,,,,
10050,111.0,111,,,,,
10134,84.0,84,,,,,
10240,,,90.12431335449219,-12.733898162841797,0.6198611259460449,0.005735865328460932,0.05859375
10260,126.0,126,,,,,
10358,98.0,98,,,,,
10535,177.0,177,,,,,
10647,112.0,112,,,,,
10752,105.0,105,,,,,
10960,208.0,208,,,,,
11176,216.0,216,,,,,
11289,113.0,113,,,,,
11371,82.0,82,,,,,
11455,84.0,84,,,,,
11697,242.0,242,,,,,
11822,125.0,125,,,,,
11856,34.0,34,,,,,
11976,120.0,120,,,,,
12207,231.0,231,,,,,
12288,,,75.74620056152344,-12.268104553222656,0.6226522922515869,0.0018076819833368063,0.01171875
12383,176.0,176,,,,,
12506,123.0,123,,,,,
12660,154.0,154,,,,,
12711,51.0,51,,,,,
12795,84.0,84,,,,,
13049,254.0,254,,,,,
13222,173.0,173,,,,,
13344,122.0,122,,,,,
13370,26.0,26,,,,,
13498,128.0,128,,,,,
13657,159.0,159,,,,,
13720,63.0,63,,,,,
13856,136.0,136,,,,,
13902,46.0,46,,,,,
14006,104.0,104,,,,,
14149,143.0,143,,,,,
14273,124.0,124,,,,,
14326,53.0,53,,,,,
14336,,,58.512821197509766,-10.172100067138672,0.6379662156105042,0.004753420129418373,0.046875
14379,53.0,53,,,,,
14517,138.0,138,,,,,
14659,142.0,142,,,,,
14710,51.0,51,,,,,
14787,77.0,77,,,,,
14844,57.0,57,,,,,
14880,36.0,36,,,,,
14954,74.0,74,,,,,
15006,52.0,52,,,,,
15094,88.0,88,,,,,
15149,55.0,55,,,,,
15174,25.0,25,,,,,
15338,164.0,164,,,,,
15383,45.0,45,,,,,
15429,46.0,46,,,,,
15609,180.0,180,,,,,
15689,80.0,80,,,,,
15798,109.0,109,,,,,
15831,33.0,33,,,,,
15871,40.0,40,,,,,
16051,180.0,180,,,,,
16076,25.0,25,,,,,
16184,108.0,108,,,,,
16277,93.0,93,,,,,
16307,30.0,30,,,,,
16336,29.0,29,,,,,
16384,,,73.05168151855469,-7.185977458953857,0.6317907571792603,0.005002377554774284,0.03125
16433,97.0,97,,,,,
16591,158.0,158,,,,,
16759,168.0,168,,,,,
16781,22.0,22,,,,,
16890,109.0,109,,,,,
16928,38.0,38,,,,,
17067,139.0,139,,,,,
17104,37.0,37,,,,,
17264,160.0,160,,,,,
17304,40.0,40,,,,,
17438,134.0,134,,,,,
17558,120.0,120,,,,,
17659,101.0,101,,,,,
17786,127.0,127,,,,,
17798,12.0,12,,,,,
17830,32.0,32,,,,,
17933,103.0,103,,,,,
18045,112.0,112,,,,,
18217,172.0,172,,,,,
18325,108.0,108,,,,,
18432,,,66.92085266113281,-6.5858564376831055,0.6469225883483887,0.004969321191310883,0.06640625
18451,126.0,126,,,,,
18481,30.0,30,,,,,
18515,34.0,34,,,,,
18590,75.0,75,,,,,
18629,39.0,39,,,,,
18865,236.0,236,,,,,
18904,39.0,39,,,,,
18997,93.0,93,,,,,
19084,87.0,87,,,,,
19125,41.0,41,,,,,
19152,27.0,27,,,,,
19168,16.0,16,,,,,
19192,24.0,24,,,,,
19240,48.0,48,,,,,
19412,172.0,172,,,,,
19434,22.0,22,,,,,
19566,132.0,132,,,,,
19589,23.0,23,,,,,
19696,107.0,107,,,,,
19819,123.0,123,,,,,
19883,64.0,64,,,,,
20005,122.0,122,,,,,
20016,11.0,11,,,,,
20060,44.0,44,,,,,
20084,24.0,24,,,,,
20145,61.0,61,,,,,
20187,42.0,42,,,,,
20235,48.0,48,,,,,
20256,21.0,21,,,,,
20355,99.0,99,,,,,
20453,98.0,98,,,,,
20480,,,75.62498474121094,-5.651043891906738,0.5988882780075073,0.043893568217754364,0.15234375
20542,89.0,89,,,,,
20634,92.0,92,,,,,
20660,26.0,26,,,,,
20835,175.0,175,,,,,
20927,92.0,92,,,,,
20966,39.0,39,,,,,
21021,55.0,55,,,,,
21060,39.0,39,,,,,
21255,195.0,195,,,,,
21408,153.0,153,,,,,
21552,144.0,144,,,,,
21818,266.0,266,,,,,
21940,122.0,122,,,,,
22183,243.0,243,,,,,
22295,112.0,112,,,,,
22337,42.0,42,,,,,
22361,24.0,24,,,,,
22467,106.0,106,,,,,
22528,,,83.4019546508789,-5.563870906829834,0.6342132687568665,0.014785245060920715,0.0859375
22785,318.0,318,,,,,
22888,103.0,103,,,,,
22937,49.0,49,,,,,
22969,32.0,32,,,,,
23006,37.0,37,,,,,
23091,85.0,85,,,,,
23137,46.0,46,,,,,
23163,26.0,26,,,,,
23250,87.0,87,,,,,
23268,18.0,18,,,,,
23289,21.0,21,,,,,
23364,75.0,75,,,,,
23497,133.0,133,,,,,
23545,48.0,48,,,,,
23605,60.0,60,,,,,
23718,113.0,113,,,,,
23746,28.0,28,,,,,
23803,57.0,57,,,,,
23841,38.0,38,,,,,
23979,138.0,138,,,,,
24015,36.0,36,,,,,
24089,74.0,74,,,,,
24123,34.0,34,,,,,
24153,30.0,30,,,,,
24210,57.0,57,,,,,
24275,65.0,65,,,,,
24353,78.0,78,,,,,
24394,41.0,41,,,,,
24484,90.0,90,,,,,
24557,73.0,73,,,,,
24576,,,106.38294982910156,-1.81905996799469,0.5015381574630737,0.16588792204856873,0.3671875
24691,134.0,134,,,,,
24890,199.0,199,,,,,
25022,132.0,132,,,,,
25279,257.0,257,,,,,
25396,117.0,117,,,,,
25532,136.0,136,,,,,
25792,260.0,260,,,,,
26017,225.0,225,,,,,
26151,134.0,134,,,,,
26379,228.0,228,,,,,
26540,161.0,161,,,,,
26624,,,60.89948272705078,-7.214618682861328,0.630618691444397,0.008996368385851383,0.0546875
26801,261.0,261,,,,,
26982,181.0,181,,,,,
27011,29.0,29,,,,,
27167,156.0,156,,,,,
27377,210.0,210,,,,,
27468,91.0,91,,,,,
27483,15.0,15,,,,,
27531,48.0,48,,,,,
27704,173.0,173,,,,,
27861,157.0,157,,,,,
27969,108.0,108,,,,,
28107,138.0,138,,,,,
28123,16.0,16,,,,,
28234,111.0,111,,,,,
28292,58.0,58,,,,,
28306,14.0,14,,,,,
28330,24.0,24,,,,,
28529,199.0,199,,,,,
28672,,,98.52205657958984,-4.985411643981934,0.6254070997238159,0.006810854654759169,0.05078125
28736,207.0,207,,,,,
28801,65.0,65,,,,,
28841,40.0,40,,,,,
29051,210.0,210,,,,,
29091,40.0,40,,,,,
29171,80.0,80,,,,,
29218,47.0,47,,,,,
29237,19.0,19,,,,,
29343,106.0,106,,,,,
29360,17.0,17,,,,,
29423,63.0,63,,,,,
29508,85.0,85,,,,,
29593,85.0,85,,,,,
29715,122.0,122,,,,,
29772,57.0,57,,,,,
29992,220.0,220,,,,,
30047,55.0,55,,,,,
30162,115.0,115,,,,,
30260,98.0,98,,,,,
30315,55.0,55,,,,,
30339,24.0,24,,,,,
30371,32.0,32,,,,,
30515,144.0,144,,,,,
30595,80.0,80,,,,,
30619,24.0,24,,,,,
30720,,,123.9548568725586,-2.2339611053466797,0.5468956232070923,0.048063620924949646,0.1796875
30815,196.0,196,,,,,
30929,114.0,114,,,,,
31103,174.0,174,,,,,
31229,126.0,126,,,,,
31264,35.0,35,,,,,
31367,103.0,103,,,,,
31682,315.0,315,,,,,
31705,23.0,23,,,,,
31815,110.0,110,,,,,
31850,35.0,35,,,,,
32078,228.0,228,,,,,
32247,169.0,169,,,,,
32426,179.0,179,,,,,
32497,71.0,71,,,,,
32603,106.0,106,,,,,
32733,130.0,130,,,,,
32768,,,62.853050231933594,-5.367561340332031,0.6121150255203247,0.008885331451892853,0.10546875
32853,120.0,120,,,,,
33053,200.0,200,,,,,
33085,32.0,32,,,,,
33327,242.0,242,,,,,
33357,30.0,30,,,,,
33476,119.0,119,,,,,
33519,43.0,43,,,,,
33556,37.0,37,,,,,
33621,65.0,65,,,,,
33720,99.0,99,,,,,
33760,40.0,40,,,,,
33819,59.0,59,,,,,
33895,76.0,76,,,,,
34092,197.0,197,,,,,
34278,186.0,186,,,,,
34452,174.0,174,,,,,
34604,152.0,152,,,,,
34748,144.0,144,,,,,
34776,28.0,28,,,,,
34816,,,83.76099395751953,-3.7806782722473145,0.6022555232048035,0.006592500954866409,0.0625
34972,196.0,196,,,,,
35160,188.0,188,,,,,
35309,149.0,149,,,,,
35416,107.0,107,,,,,
35532,116.0,116,,,,,
35686,154.0,154,,,,,
35717,31.0,31,,,,,
35766,49.0,49,,,,,
35796,30.0,30,,,,,
36044,248.0,248,,,,,
36171,127.0,127,,,,,
36186,15.0,15,,,,,
36275,89.0,89,,,,,
36345,70.0,70,,,,,
36369,24.0,24,,,,,
36514,145.0,145,,,,,
36592,78.0,78,,,,,
36612,20.0,20,,,,,
36780,168.0,168,,,,,
36823,43.0,43,,,,,
36834,11.0,11,,,,,
36854,20.0,20,,,,,
36864,,,112.995849609375,-1.201393723487854,0.5769492983818054,0.0621999055147171,0.19140625
36919,65.0,65,,,,,
37034,115.0,115,,,,,
37151,117.0,117,,,,,
37283,132.0,132,,,,,
37435,152.0,152,,,,,
37544,109.0,109,,,,,
37606,62.0,62,,,,,
37662,56.0,56,,,,,
37732,70.0,70,,,,,
37878,146.0,146,,,,,
37913,35.0,35,,,,,
38046,133.0,133,,,,,
38189,143.0,143,,,,,
38310,121.0,121,,,,,
38424,114.0,114,,,,,
38449,25.0,25,,,,,
38573,124.0,124,,,,,
38876,303.0,303,,,,,
38912,,,62.82347106933594,-2.222761392593384,0.5916939973831177,0.019231140613555908,0.1015625
38940,64.0,64,,,,,
39050,110.0,110,,,,,
39122,72.0,72,,,,,
39191,69.0,69,,,,,
39228,37.0,37,,,,,
39341,113.0,113,,,,,
39481,140.0,140,,,,,
39624,143.0,143,,,,,
39660,36.0,36,,,,,
39703,43.0,43,,,,,
39746,43.0,43,,,,,
39869,123.0,123,,,,,
40010,141.0,141,,,,,
40210,200.0,200,,,,,
40242,32.0,32,,,,,
40371,129.0,129,,,,,
40389,18.0,18,,,,,
40436,47.0,47,,,,,
40590,154.0,154,,,,,
40690,100.0,100,,,,,
40725,35.0,35,,,,,
40763,38.0,38,,,,,
40789,26.0,26,,,,,
40954,165.0,165,,,,,
40960,,,122.486572265625,0.37453415989875793,0.48210734128952026,0.15009111166000366,0.5078125
41100,146.0,146,,,,,
41249,149.0,149,,,,,
41389,140.0,140,,,,,
41539,150.0,150,,,,,
41693,154.0,154,,,,,
41867,174.0,174,,,,,
42007,140.0,140,,,,,
42175,168.0,168,,,,,
42327,152.0,152,,,,,
42460,133.0,133,,,,,
42626,166.0,166,,,,,
42798,172.0,172,,,,,
42983,185.0,185,,,,,
43008,,,17.839998245239258,-4.213571548461914,0.6487686038017273,0.021447785198688507,0.265625
43028,45.0,45,,,,,
43080,52.0,52,,,,,
43201,121.0,121,,,,,
43302,101.0,101,,,,,
43545,243.0,243,,,,,
43685,140.0,140,,,,,
43748,63.0,63,,,,,
43824,76.0,76,,,,,
43896,72.0,72,,,,,
43982,86.0,86,,,,,
44129,147.0,147,,,,,
44492,363.0,363,,,,,
44652,160.0,160,,,,,
44706,54.0,54,,,,,
44813,107.0,107,,,,,
44952,139.0,139,,,,,
45056,,,80.96934509277344,-2.022648811340332,0.5793342590332031,0.04995272308588028,0.2421875
45113,161.0,161,,,,,
45299,186.0,186,,,,,
45522,223.0,223,,,,,
45654,132.0,132,,,,,
45788,134.0,134,,,,,
45849,61.0,61,,,,,
45894,45.0,45,,,,,
46006,112.0,112,,,,,
46124,118.0,118,,,,,
46230,106.0,106,,,,,
46348,118.0,118,,,,,
46428,80.0,80,,,,,
46514,86.0,86,,,,,
46706,192.0,192,,,,,
46831,125.0,125,,,,,
46978,147.0,147,,,,,
47104,,,39.12528610229492,-2.7412281036376953,0.5954585075378418,0.010001128539443016,0.05078125
47181,203.0,203,,,,,
47215,34.0,34,,,,,
47423,208.0,208,,,,,
47592,169.0,169,,,,,
47681,89.0,89,,,,,
47821,140.0,140,,,,,
47949,128.0,128,,,,,
48012,63.0,63,,,,,
48134,122.0,122,,,,,
48267,133.0,133,,,,,
48452,185.0,185,,,,,
48590,138.0,138,,,,,
48714,124.0,124,,,,,
48847,133.0,133,,,,,
49012,165.0,165,,,,,
49124,112.0,112,,,,,
49152,,,81.09669494628906,-1.364473581314087,0.5741089582443237,0.03372039273381233,0.23828125
49323,199.0,199,,,,,
49492,169.0,169,,,,,
49657,165.0,165,,,,,
49725,68.0,68,,,,,
49864,139.0,139,,,,,
50047,183.0,183,,,,,
50163,116.0,116,,,,,
50181,18.0,18,,,,,
50206,25.0,25,,,,,
50360,154.0,154,,,,,
50500,140.0,140,,,,,
50690,190.0,190,,,,,
50709,19.0,19,,,,,
51024,315.0,315,,,,,
51200,,,67.62355041503906,-2.5881459712982178,0.6002417802810669,0.014338221400976181,0.12109375
51203,179.0,179,,,,,
51254,51.0,51,,,,,
51310,56.0,56,,,,,
51413,103.0,103,,,,,
51519,106.0,106,,,,,
51542,23.0,23,,,,,
51589,47.0,47,,,,,
51772,183.0,183,,,,,
51968,196.0,196,,,,,
52108,140.0,140,,,,,
52134,26.0,26,,,,,
52274,140.0,140,,,,,
52378,104.0,104,,,,,
52537,159.0,159,,,,,
52579,42.0,42,,,,,
52656,77.0,77,,,,,
52713,57.0,57,,,,,
52763,50.0,50,,,,,
52909,146.0,146,,,,,
53045,136.0,136,,,,,
53077,32.0,32,,,,,
53109,32.0,32,,,,,
53153,44.0,44,,,,,
53248,,,112.50848388671875,1.572676420211792,0.504851758480072,0.18341036140918732,0.34765625
53312,159.0,159,,,,,
53450,138.0,138,,,,,
53649,199.0,199,,,,,
53848,199.0,199,,,,,
54070,222.0,222,,,,,
54340,270.0,270,,,,,
54455,115.0,115,,,,,
54861,406.0,406,,,,,
54969,108.0,108,,,,,
55145,176.0,176,,,,,
55296,,,13.51102066040039,-4.504316329956055,0.621617317199707,0.026919618248939514,0.28125
55344,199.0,199,,,,,
55416,72.0,72,,,,,
55583,167.0,167,,,,,
55633,50.0,50,,,,,
55698,65.0,65,,,,,
55836,138.0,138,,,,,
56017,181.0,181,,,,,
56133,116.0,116,,,,,
56250,117.0,117,,,,,
56434,184.0,184,,,,,
56563,129.0,129,,,,,
56697,134.0,134,,,,,
56730,33.0,33,,,,,
56892,162.0,162,,,,,
57034,142.0,142,,,,,
57184,150.0,150,,,,,
57344,,,70.33168029785156,-0.4727005362510681,0.582047700881958,0.05765930935740471,0.1875
57360,176.0,176,,,,,
57574,214.0,214,,,,,
57659,85.0,85,,,,,
57806,147.0,147,,,,,
57980,174.0,174,,,,,
58030,50.0,50,,,,,
58057,27.0,27,,,,,
58081,24.0,24,,,,,
58202,121.0,121,,,,,
58326,124.0,124,,,,,
58496,170.0,170,,,,,
58615,119.0,119,,,,,
58644,29.0,29,,,,,
58677,33.0,33,,,,,
58924,247.0,247,,,,,
59101,177.0,177,,,,,
59276,175.0,175,,,,,
59309,33.0,33,,,,,
59392,,,105.97483825683594,0.05720120668411255,0.5346732139587402,0.018584927543997765,0.1484375
59488,179.0,179,,,,,
59715,227.0,227,,,,,
59838,123.0,123,,,,,
59982,144.0,144,,,,,
60107,125.0,125,,,,,
60255,148.0,148,,,,,
60362,107.0,107,,,,,
60761,399.0,399,,,,,
60777,16.0,16,,,,,
60926,149.0,149,,,,,
61112,186.0,186,,,,,
61196,84.0,84,,,,,
61292,96.0,96,,,,,
61416,124.0,124,,,,,
61440,,,67.70781707763672,-1.7035012245178223,0.567828893661499,0.02121785655617714,0.12890625
61612,196.0,196,,,,,
61874,262.0,262,,,,,
62208,334.0,334,,,,,
62527,319.0,319,,,,,
62745,218.0,218,,,,,
62825,80.0,80,,,,,
63054,229.0,229,,,,,
63414,360.0,360,,,,,
63488,,,22.005802154541016,-4.569743633270264,0.6117830276489258,0.012642379850149155,0.1015625
63631,217.0,217,,,,,
63797,166.0,166,,,,,
63999,202.0,202,,,,,
64189,190.0,190,,,,,
64358,169.0,169,,,,,
64470,112.0,112,,,,,
64561,91.0,91,,,,,
64625,64.0,64,,,,,
64862,237.0,237,,,,,
65021,159.0,159,,,,,
65209,188.0,188,,,,,
65227,18.0,18,,,,,
65263,36.0,36,,,,,
65422,159.0,159,,,,,
65440,18.0,18,,,,,
65536,,,123.8894271850586,-0.2866988182067871,0.49853286147117615,0.021283088251948357,0.125
65611,171.0,171,,,,,
65870,259.0,259,,,,,
66065,195.0,195,,,,,
66260,195.0,195,,,,,
66500,240.0,240,,,,,
66713,213.0,213,,,,,
66958,245.0,245,,,,,
67097,139.0,139,,,,,
67338,241.0,241,,,,,
67499,161.0,161,,,,,
67584,,,13.799467086791992,-3.159079074859619,0.6275714039802551,0.02147107943892479,0.20703125
67690,191.0,191,,,,,
67737,47.0,47,,,,,
68080,343.0,343,,,,,
68260,180.0,180,,,,,
68395,135.0,135,,,,,
68541,146.0,146,,,,,
68554,13.0,13,,,,,
68800,246.0,246,,,,,
68869,69.0,69,,,,,
68956,87.0,87,,,,,
69150,194.0,194,,,,,
69275,125.0,125,,,,,
69294,19.0,19,,,,,
69383,89.0,89,,,,,
69542,159.0,159,,,,,
69632,,,70.07435607910156,-0.000311926007270813,0.5311431884765625,0.051830027252435684,0.20703125
69705,163.0,163,,,,,
69989,284.0,284,,,,,
70076,87.0,87,,,,,
70195,119.0,119,,,,,
70500,305.0,305,,,,,
70643,143.0,143,,,,,
70756,113.0,113,,,,,
70785,29.0,29,,,,,
70927,142.0,142,,,,,
70953,26.0,26,,,,,
71104,151.0,151,,,,,
71125,21.0,21,,,,,
71251,126.0,126,,,,,
71392,141.0,141,,,,,
71516,124.0,124,,,,,
71634,118.0,118,,,,,
71680,,,57.52901840209961,-0.308159738779068,0.5590194463729858,0.022409304976463318,0.18359375
71788,154.0,154,,,,,
71919,131.0,131,,,,,
72116,197.0,197,,,,,
72260,144.0,144,,,,,
72391,131.0,131,,,,,
72414,23.0,23,,,,,
72482,68.0,68,,,,,
72622,140.0,140,,,,,
72768,146.0,146,,,,,
72904,136.0,136,,,,,
73157,253.0,253,,,,,
73386,229.0,229,,,,,
73511,125.0,125,,,,,
73566,55.0,55,,,,,
73645,79.0,79,,,,,
73728,,,70.37059020996094,-0.17234137654304504,0.5320628881454468,0.03132522106170654,0.140625
73796,151.0,151,,,,,
74041,245.0,245,,,,,
74256,215.0,215,,,,,
74525,269.0,269,,,,,
74774,249.0,249,,,,,
75043,269.0,269,,,,,
75306,263.0,263,,,,,
75571,265.0,265,,,,,
75739,168.0,168,,,,,
75776,,,10.956501960754395,-3.258633613586426,0.6132986545562744,0.014079340733587742,0.171875
76239,500.0,500,,,,,
76513,274.0,274,,,,,
76704,191.0,191,,,,,
76787,83.0,83,,,,,
76935,148.0,148,,,,,
77227,292.0,292,,,,,
77364,137.0,137,,,,,
77467,103.0,103,,,,,
77535,68.0,68,,,,,
77671,136.0,136,,,,,
77778,107.0,107,,,,,
77824,,,103.6697998046875,0.5123077630996704,0.5781669616699219,0.07065553963184357,0.12109375
77928,150.0,150,,,,,
78178,250.0,250,,,,,
78324,146.0,146,,,,,
78476,152.0,152,,,,,
78606,130.0,130,,,,,
78765,159.0,159,,,,,
78950,185.0,185,,,,,
79104,154.0,154,,,,,
79122,18.0,18,,,,,
79242,120.0,120,,,,,
79395,153.0,153,,,,,
79596,201.0,201,,,,,
79630,34.0,34,,,,,
79786,156.0,156,,,,,
79872,,,51.090476989746094,-0.2386450469493866,0.58677738904953,0.022944806143641472,0.25390625
79936,150.0,150,,,,,
80165,229.0,229,,,,,
80249,84.0,84,,,,,
80653,404.0,404,,,,,
80689,36.0,36,,,,,
80808,119.0,119,,,,,
81203,395.0,395,,,,,
81339,136.0,136,,,,,
81538,199.0,199,,,,,
81685,147.0,147,,,,,
81746,61.0,61,,,,,
81920,,,140.48866271972656,-0.41359859704971313,0.5298880338668823,0.1141522005200386,0.1796875
81947,201.0,201,,,,,
82391,444.0,444,,,,,
82581,190.0,190,,,,,
82908,327.0,327,,,,,
83085,177.0,177,,,,,
83283,198.0,198,,,,,
83544,261.0,261,,,,,
83783,239.0,239,,,,,
83968,,,36.49168014526367,-2.299194097518921,0.606257438659668,0.014865176752209663,0.1171875
84021,238.0,238,,,,,
84190,169.0,169,,,,,
84478,288.0,288,,,,,
84621,143.0,143,,,,,
84927,306.0,306,,,,,
85155,228.0,228,,,,,
85257,102.0,102,,,,,
85375,118.0,118,,,,,
85563,188.0,188,,,,,
85794,231.0,231,,,,,
85826,32.0,32,,,,,
86016,,,63.6087532043457,-0.9412245154380798,0.5668517351150513,0.00965829100459814,0.12109375
86036,210.0,210,,,,,
86070,34.0,34,,,,,
86085,15.0,15,,,,,
86202,117.0,117,,,,,
86268,66.0,66,,,,,
86504,236.0,236,,,,,
86556,52.0,52,,,,,
86694,138.0,138,,,,,
87035,341.0,341,,,,,
87284,249.0,249,,,,,
87408,124.0,124,,,,,
87632,224.0,224,,,,,
87840,208.0,208,,,,,
87877,37.0,37,,,,,
87915,38.0,38,,,,,
88062,147.0,147,,,,,
88064,,,94.93351745605469,1.4313852787017822,0.49153047800064087,0.26513126492500305,0.23046875
88178,116.0,116,,,,,
88271,93.0,93,,,,,
88499,228.0,228,,,,,
88679,180.0,180,,,,,
88867,188.0,188,,,,,
89023,156.0,156,,,,,
89206,183.0,183,,,,,
89385,179.0,179,,,,,
89655,270.0,270,,,,,
89771,116.0,116,,,,,
89827,56.0,56,,,,,
90110,283.0,283,,,,,
