step,ep_return,ep_len,value_loss,policy_loss,entropy,approx_kl,clipfrac
3229,25.0,25,,,,,
3244,15.0,15,,,,,
3269,25.0,25,,,,,
3323,54.0,54,,,,,
3363,40.0,40,,,,,
3372,9.0,9,,,,,
3390,18.0,18,,,,,
3408,18.0,18,,,,,
3421,13.0,13,,,,,
3436,15.0,15,,,,,
3475,39.0,39,,,,,
3489,14.0,14,,,,,
3504,15.0,15,,,,,
3534,30.0,30,,,,,
3572,38.0,38,,,,,
3599,27.0,27,,,,,
3613,14.0,14,,,,,
3624,11.0,11,,,,,
3663,39.0,39,,,,,
3713,50.0,50,,,,,
3729,16.0,16,,,,,
3770,41.0,41,,,,,
3814,44.0,44,,,,,
3828,14.0,14,,,,,
3870,42.0,42,,,,,
3895,25.0,25,,,,,
3928,33.0,33,,,,,
3945,17.0,17,,,,,
3972,27.0,27,,,,,
4000,28.0,28,,,,,
4028,28.0,28,,,,,
4044,16.0,16,,,,,
4075,31.0,31,,,,,
4093,18.0,18,,,,,
4096,,,73.98333740234375,-8.909051895141602,0.6337230205535889,0.01754562184214592,0.17578125
4133,40.0,40,,,,,
4221,88.0,88,,,,,
4246,25.0,25,,,,,
4282,36.0,36,,,,,
4324,42.0,42,,,,,
4401,77.0,77,,,,,
4434,33.0,33,,,,,
4508,74.0,74,,,,,
4560,52.0,52,,,,,
4592,32.0,32,,,,,
4624,32.0,32,,,,,
4698,74.0,74,,,,,
4728,30.0,30,,,,,
4764,36.0,36,,,,,
4807,43.0,43,,,,,
4859,52.0,52,,,,,
4889,30.0,30,,,,,
4960,71.0,71,,,,,
5022,62.0,62,,,,,
5048,26.0,26,,,,,
5126,78.0,78,,,,,
5143,17.0,17,,,,,
5204,61.0,61,,,,,
5233,29.0,29,,,,,
5270,37.0,37,,,,,
5363,93.0,93,,,,,
5416,53.0,53,,,,,
5433,17.0,17,,,,,
5483,50.0,50,,,,,
5516,33.0,33,,,,,
5547,31.0,31,,,,,
5615,68.0,68,,,,,
5639,24.0,24,,,,,
5718,79.0,79,,,,,
5778,60.0,60,,,,,
5814,36.0,36,,,,,
5840,26.0,26,,,,,
5919,79.0,79,,,,,
5975,56.0,56,,,,,
6013,38.0,38,,,,,
6026,13.0,13,,,,,
6052,26.0,26,,,,,
6069,17.0,17,,,,,
6116,47.0,47,,,,,
6139,23.0,23,,,,,
6144,,,83.71075439453125,-10.733012199401855,0.6051425337791443,0.018142808228731155,0.23828125
6216,77.0,77,,,,,
6260,44.0,44,,,,,
6319,59.0,59,,,,,
6365,46.0,46,,,,,
6408,43.0,43,,,,,
6517,109.0,109,,,,,
6556,39.0,39,,,,,
6609,53.0,53,,,,,
6654,45.0,45,,,,,
6713,59.0,59,,,,,
6780,67.0,67,,,,,
6842,62.0,62,,,,,
6856,14.0,14,,,,,
6867,11.0,11,,,,,
6908,41.0,41,,,,,
6979,71.0,71,,,,,
7049,70.0,70,,,,,
7115,66.0,66,,,,,
7185,70.0,70,,,,,
7230,45.0,45,,,,,
7305,75.0,75,,,,,
7343,38.0,38,,,,,
7381,38.0,38,,,,,
7428,47.0,47,,,,,
7498,70.0,70,,,,,
7553,55.0,55,,,,,
7632,79.0,79,,,,,
7712,80.0,80,,,,,
7777,65.0,65,,,,,
7878,101.0,101,,,,,
7977,99.0,99,,,,,
8048,71.0,71,,,,,
8139,91.0,91,,,,,
8192,,,74.77289581298828,-11.597709655761719,0.6147041320800781,0.006180307827889919,0.07421875
8200,61.0,61,,,,,
8271,71.0,71,,,,,
8349,78.0,78,,,,,
8432,83.0,83,,,,,
8588,156.0,156,,,,,
8649,61.0,61,,,,,
8710,61.0,61,,,,,
8808,98.0,98,,,,,
8869,61.0,61,,,,,
8956,87.0,87,,,,,
9047,91.0,91,,,,,
9073,26.0,26,,,,,
9167,94.0,94,,,,,
9244,77.0,77,,,,,
9353,109.0,109,,,,,
9387,34.0,34,,,,,
9440,53.0,53,,,,,
9520,80.0,80,,,,,
9643,123.0,123,,,,,
9667,24.0,24,,,,,
9782,115.0,115,,,,,
9987,205.0,205,,,,,
10044,57.0,57,,,,,
10104,60.0,60,,,,,
10124,20.0,20,,,,,
10162,38.0,38,,,,,
10240,,,64.53994750976562,-10.407452583312988,0.6139612197875977,0.007377270143479109,0.109375
10313,151.0,151,,,,,
10432,119.0,119,,,,,
10517,85.0,85,,,,,
10618,101.0,101,,,,,
10689,71.0,71,,,,,
10814,125.0,125,,,,,
10881,67.0,67,,,,,
10969,88.0,88,,,,,
11051,82.0,82,,,,,
11199,148.0,148,,,,,
11222,23.0,23,,,,,
11285,63.0,63,,,,,
11444,159.0,159,,,,,
11508,64.0,64,,,,,
11569,61.0,61,,,,,
11658,89.0,89,,,,,
11718,60.0,60,,,,,
11788,70.0,70,,,,,
11798,10.0,10,,,,,
11944,146.0,146,,,,,
12007,63.0,63,,,,,
12082,75.0,75,,,,,
12184,102.0,102,,,,,
12283,99.0,99,,,,,
12288,,,59.16648864746094,-9.287222862243652,0.6209402084350586,0.003002007259055972,0.0234375
12350,67.0,67,,,,,
12509,159.0,159,,,,,
12587,78.0,78,,,,,
12708,121.0,121,,,,,
12774,66.0,66,,,,,
12918,144.0,144,,,,,
12992,74.0,74,,,,,
13160,168.0,168,,,,,
13239,79.0,79,,,,,
13322,83.0,83,,,,,
13450,128.0,128,,,,,
13519,69.0,69,,,,,
13638,119.0,119,,,,,
13709,71.0,71,,,,,
13752,43.0,43,,,,,
13913,161.0,161,,,,,
13997,84.0,84,,,,,
14062,65.0,65,,,,,
14147,85.0,85,,,,,
14249,102.0,102,,,,,
14299,50.0,50,,,,,
14311,12.0,12,,,,,
14336,,,58.95132064819336,-7.923534393310547,0.617755651473999,0.006221285555511713,0.05859375
14362,51.0,51,,,,,
14428,66.0,66,,,,,
14519,91.0,91,,,,,
14623,104.0,104,,,,,
14792,169.0,169,,,,,
14826,34.0,34,,,,,
14855,29.0,29,,,,,
14937,82.0,82,,,,,
15017,80.0,80,,,,,
15105,88.0,88,,,,,
15144,39.0,39,,,,,
15176,32.0,32,,,,,
15362,186.0,186,,,,,
15520,158.0,158,,,,,
15698,178.0,178,,,,,
15831,133.0,133,,,,,
15936,105.0,105,,,,,
16043,107.0,107,,,,,
16104,61.0,61,,,,,
16179,75.0,75,,,,,
16242,63.0,63,,,,,
16333,91.0,91,,,,,
16384,,,69.9047622680664,-7.163305282592773,0.6244986057281494,0.006105341948568821,0.0546875
16450,117.0,117,,,,,
16479,29.0,29,,,,,
16512,33.0,33,,,,,
16571,59.0,59,,,,,
16644,73.0,73,,,,,
16754,110.0,110,,,,,
16767,13.0,13,,,,,
16915,148.0,148,,,,,
16976,61.0,61,,,,,
17013,37.0,37,,,,,
17092,79.0,79,,,,,
17323,231.0,231,,,,,
17457,134.0,134,,,,,
17505,48.0,48,,,,,
17558,53.0,53,,,,,
17629,71.0,71,,,,,
17676,47.0,47,,,,,
17762,86.0,86,,,,,
17813,51.0,51,,,,,
17966,153.0,153,,,,,
18031,65.0,65,,,,,
18065,34.0,34,,,,,
18121,56.0,56,,,,,
18169,48.0,48,,,,,
18248,79.0,79,,,,,
18379,131.0,131,,,,,
18432,,,82.93270874023438,-4.992635726928711,0.6040303707122803,0.012136251665651798,0.0859375
18529,150.0,150,,,,,
18553,24.0,24,,,,,
18616,63.0,63,,,,,
18645,29.0,29,,,,,
18692,47.0,47,,,,,
18951,259.0,259,,,,,
19047,96.0,96,,,,,
19140,93.0,93,,,,,
19317,177.0,177,,,,,
19492,175.0,175,,,,,
19582,90.0,90,,,,,
19708,126.0,126,,,,,
20008,300.0,300,,,,,
20146,138.0,138,,,,,
20309,163.0,163,,,,,
20460,151.0,151,,,,,
20480,,,80.62272644042969,-7.199538230895996,0.6422793865203857,0.004552014172077179,0.05078125
20510,50.0,50,,,,,
20599,89.0,89,,,,,
20724,125.0,125,,,,,
20737,13.0,13,,,,,
20827,90.0,90,,,,,
20973,146.0,146,,,,,
21003,30.0,30,,,,,
21051,48.0,48,,,,,
21121,70.0,70,,,,,
21193,72.0,72,,,,,
21216,23.0,23,,,,,
21424,208.0,208,,,,,
21446,22.0,22,,,,,
21488,42.0,42,,,,,
21647,159.0,159,,,,,
21664,17.0,17,,,,,
21794,130.0,130,,,,,
21886,92.0,92,,,,,
21994,108.0,108,,,,,
22215,221.0,221,,,,,
22256,41.0,41,,,,,
22378,122.0,122,,,,,
22392,14.0,14,,,,,
22528,136.0,136,,,,,
22528,,,88.0428237915039,-5.645098686218262,0.6103514432907104,0.005190629046410322,0.046875
22618,90.0,90,,,,,
22639,21.0,21,,,,,
22672,33.0,33,,,,,
22709,37.0,37,,,,,
22739,30.0,30,,,,,
22786,47.0,47,,,,,
22803,17.0,17,,,,,
22898,95.0,95,,,,,
22920,22.0,22,,,,,
22988,68.0,68,,,,,
23016,28.0,28,,,,,
23038,22.0,22,,,,,
23059,21.0,21,,,,,
23121,62.0,62,,,,,
23168,47.0,47,,,,,
23256,88.0,88,,,,,
23297,41.0,41,,,,,
23338,41.0,41,,,,,
23355,17.0,17,,,,,
23506,151.0,151,,,,,
23580,74.0,74,,,,,
23720,140.0,140,,,,,
23744,24.0,24,,,,,
23879,135.0,135,,,,,
24023,144.0,144,,,,,
24151,128.0,128,,,,,
24272,121.0,121,,,,,
24377,105.0,105,,,,,
24516,139.0,139,,,,,
24540,24.0,24,,,,,
24576,,,105.61747741699219,-1.8974642753601074,0.5297601819038391,0.07992146164178848,0.17578125
24716,176.0,176,,,,,
24882,166.0,166,,,,,
24943,61.0,61,,,,,
25100,157.0,157,,,,,
25333,233.0,233,,,,,
25603,270.0,270,,,,,
25731,128.0,128,,,,,
25834,103.0,103,,,,,
26058,224.0,224,,,,,
26239,181.0,181,,,,,
26377,138.0,138,,,,,
26477,100.0,100,,,,,
26624,,,80.31488800048828,-6.732951641082764,0.6401591300964355,0.009448327124118805,0.09375
26674,197.0,197,,,,,
26848,174.0,174,,,,,
26973,125.0,125,,,,,
27049,76.0,76,,,,,
27235,186.0,186,,,,,
27309,74.0,74,,,,,
27442,133.0,133,,,,,
27575,133.0,133,,,,,
27713,138.0,138,,,,,
27862,149.0,149,,,,,
27986,124.0,124,,,,,
28125,139.0,139,,,,,
28336,211.0,211,,,,,
28461,125.0,125,,,,,
28592,131.0,131,,,,,
28672,,,68.93572235107422,-5.577795505523682,0.6271882653236389,0.008468348532915115,0.08203125
28686,94.0,94,,,,,
28744,58.0,58,,,,,
28798,54.0,54,,,,,
29095,297.0,297,,,,,
29263,168.0,168,,,,,
29310,47.0,47,,,,,
29481,171.0,171,,,,,
29656,175.0,175,,,,,
29766,110.0,110,,,,,
29835,69.0,69,,,,,
29979,144.0,144,,,,,
30012,33.0,33,,,,,
30048,36.0,36,,,,,
30199,151.0,151,,,,,
30244,45.0,45,,,,,
30413,169.0,169,,,,,
30490,77.0,77,,,,,
30625,135.0,135,,,,,
30655,30.0,30,,,,,
30720,,,64.60089874267578,-4.0893025398254395,0.5916076302528381,0.014128725975751877,0.0859375
30729,74.0,74,,,,,
30786,57.0,57,,,,,
30934,148.0,148,,,,,
30951,17.0,17,,,,,
31035,84.0,84,,,,,
31119,84.0,84,,,,,
31190,71.0,71,,,,,
31255,65.0,65,,,,,
31397,142.0,142,,,,,
31434,37.0,37,,,,,
31520,86.0,86,,,,,
31736,216.0,216,,,,,
31754,18.0,18,,,,,
31783,29.0,29,,,,,
31916,133.0,133,,,,,
31962,46.0,46,,,,,
31995,33.0,33,,,,,
32040,45.0,45,,,,,
32086,46.0,46,,,,,
32230,144.0,144,,,,,
32255,25.0,25,,,,,
32283,28.0,28,,,,,
32336,53.0,53,,,,,
32375,39.0,39,,,,,
32488,113.0,113,,,,,
32586,98.0,98,,,,,
32686,100.0,100,,,,,
32709,23.0,23,,,,,
32768,59.0,59,,,,,
32768,,,147.13870239257812,1.5804333686828613,0.48803967237472534,0.12806588411331177,0.4140625
32935,167.0,167,,,,,
33092,157.0,157,,,,,
33335,243.0,243,,,,,
33466,131.0,131,,,,,
33580,114.0,114,,,,,
33724,144.0,144,,,,,
33881,157.0,157,,,,,
34068,187.0,187,,,,,
34223,155.0,155,,,,,
34363,140.0,140,,,,,
34509,146.0,146,,,,,
34648,139.0,139,,,,,
34816,,,27.985824584960938,-6.407917022705078,0.6321612596511841,0.021075401455163956,0.23828125
34852,204.0,204,,,,,
34917,65.0,65,,,,,
35115,198.0,198,,,,,
35261,146.0,146,,,,,
35399,138.0,138,,,,,
35541,142.0,142,,,,,
35596,55.0,55,,,,,
35759,163.0,163,,,,,
35885,126.0,126,,,,,
35916,31.0,31,,,,,
36019,103.0,103,,,,,
36131,112.0,112,,,,,
36261,130.0,130,,,,,
36440,179.0,179,,,,,
36614,174.0,174,,,,,
36729,115.0,115,,,,,
36846,117.0,117,,,,,
36864,,,63.01915740966797,-3.556185245513916,0.5999916791915894,0.009897933341562748,0.06640625
36896,50.0,50,,,,,
36947,51.0,51,,,,,
36966,19.0,19,,,,,
37043,77.0,77,,,,,
37066,23.0,23,,,,,
37090,24.0,24,,,,,
37133,43.0,43,,,,,
37179,46.0,46,,,,,
37233,54.0,54,,,,,
37361,128.0,128,,,,,
37389,28.0,28,,,,,
37411,22.0,22,,,,,
37436,25.0,25,,,,,
37535,99.0,99,,,,,
37663,128.0,128,,,,,
37699,36.0,36,,,,,
37783,84.0,84,,,,,
37830,47.0,47,,,,,
37857,27.0,27,,,,,
37987,130.0,130,,,,,
38024,37.0,37,,,,,
38054,30.0,30,,,,,
38088,34.0,34,,,,,
38112,24.0,24,,,,,
38158,46.0,46,,,,,
38177,19.0,19,,,,,
38314,137.0,137,,,,,
38372,58.0,58,,,,,
38529,157.0,157,,,,,
38674,145.0,145,,,,,
38698,24.0,24,,,,,
38738,40.0,40,,,,,
38756,18.0,18,,,,,
38821,65.0,65,,,,,
38848,27.0,27,,,,,
38895,47.0,47,,,,,
38912,,,154.0614776611328,4.361845970153809,0.411469042301178,0.298805296421051,0.4921875
39076,181.0,181,,,,,
39268,192.0,192,,,,,
39476,208.0,208,,,,,
39720,244.0,244,,,,,
39916,196.0,196,,,,,
40073,157.0,157,,,,,
40377,304.0,304,,,,,
40625,248.0,248,,,,,
40880,255.0,255,,,,,
40960,,,43.843894958496094,-6.312848091125488,0.6243149042129517,0.019909784197807312,0.234375
41245,365.0,365,,,,,
41374,129.0,129,,,,,
41556,182.0,182,,,,,
41807,251.0,251,,,,,
41870,63.0,63,,,,,
41986,116.0,116,,,,,
42175,189.0,189,,,,,
42222,47.0,47,,,,,
42276,54.0,54,,,,,
42497,221.0,221,,,,,
42786,289.0,289,,,,,
43008,,,72.50889587402344,-4.351576805114746,0.635689377784729,0.009236258454620838,0.0703125
43063,277.0,277,,,,,
43187,124.0,124,,,,,
43274,87.0,87,,,,,
43307,33.0,33,,,,,
43331,24.0,24,,,,,
43532,201.0,201,,,,,
43564,32.0,32,,,,,
43599,35.0,35,,,,,
43622,23.0,23,,,,,
43657,35.0,35,,,,,
43773,116.0,116,,,,,
44013,240.0,240,,,,,
44089,76.0,76,,,,,
44117,28.0,28,,,,,
44245,128.0,128,,,,,
44299,54.0,54,,,,,
44472,173.0,173,,,,,
44591,119.0,119,,,,,
44892,301.0,301,,,,,
44927,35.0,35,,,,,
44951,24.0,24,,,,,
44976,25.0,25,,,,,
45056,80.0,80,,,,,
45056,,,89.39573669433594,-0.5302074551582336,0.5359806418418884,0.0895116925239563,0.37109375
45316,260.0,260,,,,,
45555,239.0,239,,,,,
45691,136.0,136,,,,,
45843,152.0,152,,,,,
45989,146.0,146,,,,,
46252,263.0,263,,,,,
46346,94.0,94,,,,,
46577,231.0,231,,,,,
46721,144.0,144,,,,,
46848,127.0,127,,,,,
47023,175.0,175,,,,,
47104,,,25.900287628173828,-4.639685153961182,0.6184830665588379,0.015412425622344017,0.14453125
47179,156.0,156,,,,,
47268,89.0,89,,,,,
47418,150.0,150,,,,,
47558,140.0,140,,,,,
47602,44.0,44,,,,,
47623,21.0,21,,,,,
47673,50.0,50,,,,,
47779,106.0,106,,,,,
47926,147.0,147,,,,,
47948,22.0,22,,,,,
48121,173.0,173,,,,,
48284,163.0,163,,,,,
48443,159.0,159,,,,,
48602,159.0,159,,,,,
48757,155.0,155,,,,,
48880,123.0,123,,,,,
48959,79.0,79,,,,,
49005,46.0,46,,,,,
49028,23.0,23,,,,,
49068,40.0,40,,,,,
49152,,,86.6392593383789,-1.3579905033111572,0.5348297357559204,0.03303033858537674,0.1875
49268,200.0,200,,,,,
49430,162.0,162,,,,,
49598,168.0,168,,,,,
49739,141.0,141,,,,,
50070,331.0,331,,,,,
50317,247.0,247,,,,,
50420,103.0,103,,,,,
50606,186.0,186,,,,,
50759,153.0,153,,,,,
50810,51.0,51,,,,,
51011,201.0,201,,,,,
51156,145.0,145,,,,,
51200,,,42.633419036865234,-3.583641529083252,0.629748523235321,0.013311593793332577,0.1171875
51280,124.0,124,,,,,
51383,103.0,103,,,,,
51407,24.0,24,,,,,
51442,35.0,35,,,,,
51511,69.0,69,,,,,
51540,29.0,29,,,,,
51685,145.0,145,,,,,
51821,136.0,136,,,,,
51965,144.0,144,,,,,
52016,51.0,51,,,,,
52233,217.0,217,,,,,
52324,91.0,91,,,,,
52349,25.0,25,,,,,
52510,161.0,161,,,,,
52549,39.0,39,,,,,
52658,109.0,109,,,,,
52760,102.0,102,,,,,
52835,75.0,75,,,,,
52971,136.0,136,,,,,
53013,42.0,42,,,,,
53032,19.0,19,,,,,
53237,205.0,205,,,,,
53248,,,130.0310821533203,1.0857237577438354,0.4799390733242035,0.14948192238807678,0.3828125
53374,137.0,137,,,,,
53546,172.0,172,,,,,
53794,248.0,248,,,,,
54041,247.0,247,,,,,
54156,115.0,115,,,,,
54311,155.0,155,,,,,
54461,150.0,150,,,,,
54629,168.0,168,,,,,
54771,142.0,142,,,,,
54963,192.0,192,,,,,
55146,183.0,183,,,,,
55267,121.0,121,,,,,
55296,,,17.846492767333984,-3.211155652999878,0.6240780353546143,0.016924768686294556,0.22265625
55528,261.0,261,,,,,
55701,173.0,173,,,,,
55740,39.0,39,,,,,
55770,30.0,30,,,,,
55914,144.0,144,,,,,
55975,61.0,61,,,,,
56049,74.0,74,,,,,
56247,198.0,198,,,,,
56296,49.0,49,,,,,
56355,59.0,59,,,,,
56400,45.0,45,,,,,
56440,40.0,40,,,,,
56528,88.0,88,,,,,
56774,246.0,246,,,,,
56908,134.0,134,,,,,
57057,149.0,149,,,,,
57117,60.0,60,,,,,
57154,37.0,37,,,,,
57229,75.0,75,,,,,
57344,,,110.61485290527344,1.066089391708374,0.48141399025917053,0.23930048942565918,0.39453125
57384,155.0,155,,,,,
57589,205.0,205,,,,,
57806,217.0,217,,,,,
57970,164.0,164,,,,,
58148,178.0,178,,,,,
58321,173.0,173,,,,,
58544,223.0,223,,,,,
58767,223.0,223,,,,,
58962,195.0,195,,,,,
59120,158.0,158,,,,,
59276,156.0,156,,,,,
59392,,,12.21457576751709,-3.3826897144317627,0.6135865449905396,0.03610590100288391,0.33203125
59467,191.0,191,,,,,
59602,135.0,135,,,,,
59784,182.0,182,,,,,
59898,114.0,114,,,,,
60001,103.0,103,,,,,
60168,167.0,167,,,,,
60359,191.0,191,,,,,
60509,150.0,150,,,,,
60551,42.0,42,,,,,
60609,58.0,58,,,,,
60745,136.0,136,,,,,
60802,57.0,57,,,,,
60822,20.0,20,,,,,
60969,147.0,147,,,,,
60989,20.0,20,,,,,
61167,178.0,178,,,,,
61247,80.0,80,,,,,
61260,13.0,13,,,,,
61310,50.0,50,,,,,
61330,20.0,20,,,,,
61440,,,106.22257995605469,1.4821563959121704,0.49083957076072693,0.27103784680366516,0.33203125
61476,146.0,146,,,,,
61559,83.0,83,,,,,
61712,153.0,153,,,,,
61808,96.0,96,,,,,
61917,109.0,109,,,,,
62109,192.0,192,,,,,
62207,98.0,98,,,,,
62369,162.0,162,,,,,
62543,174.0,174,,,,,
62651,108.0,108,,,,,
62788,137.0,137,,,,,
62921,133.0,133,,,,,
62952,31.0,31,,,,,
63074,122.0,122,,,,,
63154,80.0,80,,,,,
63257,103.0,103,,,,,
63480,223.0,223,,,,,
63488,,,78.71131896972656,-0.5801622867584229,0.5309320092201233,0.09566116333007812,0.3984375
63509,29.0,29,,,,,
63707,198.0,198,,,,,
63765,58.0,58,,,,,
63830,65.0,65,,,,,
63919,89.0,89,,,,,
63978,59.0,59,,,,,
64226,248.0,248,,,,,
64473,247.0,247,,,,,
64687,214.0,214,,,,,
64782,95.0,95,,,,,
65032,250.0,250,,,,,
65314,282.0,282,,,,,
65536,,,40.204856872558594,-3.133936643600464,0.5464156866073608,0.07429137825965881,0.1640625
65548,234.0,234,,,,,
65591,43.0,43,,,,,
65832,241.0,241,,,,,
66037,205.0,205,,,,,
66228,191.0,191,,,,,
66406,178.0,178,,,,,
66584,178.0,178,,,,,
66792,208.0,208,,,,,
66979,187.0,187,,,,,
67215,236.0,236,,,,,
67432,217.0,217,,,,,
67584,,,19.4207763671875,-3.7480411529541016,0.629970371723175,0.0131764505058527,0.13671875
67667,235.0,235,,,,,
67842,175.0,175,,,,,
67928,86.0,86,,,,,
68087,159.0,159,,,,,
68263,176.0,176,,,,,
68464,201.0,201,,,,,
68639,175.0,175,,,,,
68662,23.0,23,,,,,
68874,212.0,212,,,,,
68922,48.0,48,,,,,
69122,200.0,200,,,,,
69252,130.0,130,,,,,
69473,221.0,221,,,,,
69632,,,46.142852783203125,-1.8359451293945312,0.555963397026062,0.01739126443862915,0.1796875
69642,169.0,169,,,,,
69698,56.0,56,,,,,
69843,145.0,145,,,,,
70145,302.0,302,,,,,
70174,29.0,29,,,,,
70202,28.0,28,,,,,
70229,27.0,27,,,,,
70259,30.0,30,,,,,
70357,98.0,98,,,,,
70418,61.0,61,,,,,
70484,66.0,66,,,,,
70559,75.0,75,,,,,
70609,50.0,50,,,,,
70653,44.0,44,,,,,
70793,140.0,140,,,,,
70925,132.0,132,,,,,
70965,40.0,40,,,,,
70990,25.0,25,,,,,
71262,272.0,272,,,,,
71333,71.0,71,,,,,
71481,148.0,148,,,,,
71532,51.0,51,,,,,
71617,85.0,85,,,,,
71680,,,137.72471618652344,3.4486289024353027,0.5158253312110901,0.08338786661624908,0.2265625
71739,122.0,122,,,,,
71934,195.0,195,,,,,
72080,146.0,146,,,,,
72133,53.0,53,,,,,
72305,172.0,172,,,,,
72498,193.0,193,,,,,
72882,384.0,384,,,,,
73169,287.0,287,,,,,
73302,133.0,133,,,,,
73476,174.0,174,,,,,
73614,138.0,138,,,,,
73728,,,31.173492431640625,-2.3619375228881836,0.6002166271209717,0.01874055154621601,0.1796875
73779,165.0,165,,,,,
73939,160.0,160,,,,,
74057,118.0,118,,,,,
74408,351.0,351,,,,,
74539,131.0,131,,,,,
74689,150.0,150,,,,,
74845,156.0,156,,,,,
75199,354.0,354,,,,,
75344,145.0,145,,,,,
75482,138.0,138,,,,,
75520,38.0,38,,,,,
75584,64.0,64,,,,,
75750,166.0,166,,,,,
75776,,,22.494434356689453,-2.297902822494507,0.6037180423736572,0.015383235178887844,0.13671875
75878,128.0,128,,,,,
76013,135.0,135,,,,,
76032,19.0,19,,,,,
76151,119.0,119,,,,,
76360,209.0,209,,,,,
76454,94.0,94,,,,,
76515,61.0,61,,,,,
76699,184.0,184,,,,,
76924,225.0,225,,,,,
76944,20.0,20,,,,,
77011,67.0,67,,,,,
77155,144.0,144,,,,,
77205,50.0,50,,,,,
77378,173.0,173,,,,,
77391,13.0,13,,,,,
77548,157.0,157,,,,,
77602,54.0,54,,,,,
77674,72.0,72,,,,,
77721,47.0,47,,,,,
77824,,,169.6918487548828,3.695103883743286,0.48829543590545654,0.43883955478668213,0.41796875
77897,176.0,176,,,,,
78127,230.0,230,,,,,
78293,166.0,166,,,,,
78691,398.0,398,,,,,
78816,125.0,125,,,,,
79006,190.0,190,,,,,
79200,194.0,194,,,,,
79334,134.0,134,,,,,
79470,136.0,136,,,,,
79639,169.0,169,,,,,
79872,,,10.167299270629883,-2.4455037117004395,0.5846685767173767,0.02821820229291916,0.21484375
