step,ep_return,ep_len,value_loss,policy_loss,entropy,approx_kl,clipfrac
5119,150.0,150,,,,,
5236,117.0,117,,,,,
5308,72.0,72,,,,,
5444,136.0,136,,,,,
5525,81.0,81,,,,,
5630,105.0,105,,,,,
5717,87.0,87,,,,,
5848,131.0,131,,,,,
5940,92.0,92,,,,,
5976,36.0,36,,,,,
6078,102.0,102,,,,,
6144,,,101.17668151855469,-13.580526351928711,0.6098792552947998,0.004451955668628216,0.0390625
6210,132.0,132,,,,,
6275,65.0,65,,,,,
6437,162.0,162,,,,,
6503,66.0,66,,,,,
6568,65.0,65,,,,,
6659,91.0,91,,,,,
6715,56.0,56,,,,,
6796,81.0,81,,,,,
6989,193.0,193,,,,,
7266,277.0,277,,,,,
7359,93.0,93,,,,,
7422,63.0,63,,,,,
7458,36.0,36,,,,,
7525,67.0,67,,,,,
7632,107.0,107,,,,,
7673,41.0,41,,,,,
7755,82.0,82,,,,,
7799,44.0,44,,,,,
7859,60.0,60,,,,,
7966,107.0,107,,,,,
8101,135.0,135,,,,,
8161,60.0,60,,,,,
8192,,,94.84547424316406,-11.726716995239258,0.6064103841781616,0.006133685819804668,0.0703125
8212,51.0,51,,,,,
8231,19.0,19,,,,,
8387,156.0,156,,,,,
8555,168.0,168,,,,,
8658,103.0,103,,,,,
8779,121.0,121,,,,,
8985,206.0,206,,,,,
9068,83.0,83,,,,,
9172,104.0,104,,,,,
9360,188.0,188,,,,,
9398,38.0,38,,,,,
9497,99.0,99,,,,,
9631,134.0,134,,,,,
9716,85.0,85,,,,,
9817,101.0,101,,,,,
9959,142.0,142,,,,,
10070,111.0,111,,,,,
10124,54.0,54,,,,,
10240,,,96.87391662597656,-10.952065467834473,0.6129634380340576,0.005425906740128994,0.08203125
10244,120.0,120,,,,,
10305,61.0,61,,,,,
10438,133.0,133,,,,,
10479,41.0,41,,,,,
10523,44.0,44,,,,,
10582,59.0,59,,,,,
10640,58.0,58,,,,,
10701,61.0,61,,,,,
10882,181.0,181,,,,,
10962,80.0,80,,,,,
11032,70.0,70,,,,,
11071,39.0,39,,,,,
11117,46.0,46,,,,,
11263,146.0,146,,,,,
11454,191.0,191,,,,,
11580,126.0,126,,,,,
11848,268.0,268,,,,,
11871,23.0,23,,,,,
11961,90.0,90,,,,,
12031,70.0,70,,,,,
12101,70.0,70,,,,,
12214,113.0,113,,,,,
12288,,,96.19966125488281,-9.589570999145508,0.6158623695373535,0.007571485824882984,0.09765625
12325,111.0,111,,,,,
12414,89.0,89,,,,,
12469,55.0,55,,,,,
12555,86.0,86,,,,,
12740,185.0,185,,,,,
12921,181.0,181,,,,,
13068,147.0,147,,,,,
13138,70.0,70,,,,,
13263,125.0,125,,,,,
13291,28.0,28,,,,,
13384,93.0,93,,,,,
13443,59.0,59,,,,,
13521,78.0,78,,,,,
13688,167.0,167,,,,,
13748,60.0,60,,,,,
13816,68.0,68,,,,,
13941,125.0,125,,,,,
14336,,,83.82048797607422,-10.420228958129883,0.6289790868759155,0.004667351022362709,0.0625
14356,415.0,415,,,,,
14394,38.0,38,,,,,
14428,34.0,34,,,,,
14479,51.0,51,,,,,
14568,89.0,89,,,,,
14611,43.0,43,,,,,
14718,107.0,107,,,,,
14795,77.0,77,,,,,
14917,122.0,122,,,,,
14989,72.0,72,,,,,
15016,27.0,27,,,,,
15235,219.0,219,,,,,
15413,178.0,178,,,,,
15529,116.0,116,,,,,
15560,31.0,31,,,,,
15663,103.0,103,,,,,
15748,85.0,85,,,,,
15790,42.0,42,,,,,
15859,69.0,69,,,,,
15906,47.0,47,,,,,
15933,27.0,27,,,,,
15962,29.0,29,,,,,
16070,108.0,108,,,,,
16155,85.0,85,,,,,
16200,45.0,45,,,,,
16284,84.0,84,,,,,
16384,,,79.6476821899414,-6.7648515701293945,0.6286524534225464,0.005291670560836792,0.0546875
16466,182.0,182,,,,,
16499,33.0,33,,,,,
16611,112.0,112,,,,,
16722,111.0,111,,,,,
16924,202.0,202,,,,,
17087,163.0,163,,,,,
17171,84.0,84,,,,,
17284,113.0,113,,,,,
17357,73.0,73,,,,,
17496,139.0,139,,,,,
17541,45.0,45,,,,,
17633,92.0,92,,,,,
17713,80.0,80,,,,,
17893,180.0,180,,,,,
17980,87.0,87,,,,,
18022,42.0,42,,,,,
18116,94.0,94,,,,,
18208,92.0,92,,,,,
18247,39.0,39,,,,,
18315,68.0,68,,,,,
18367,52.0,52,,,,,
18432,,,70.7326431274414,-7.178069591522217,0.6472020149230957,0.010670949704945087,0.05859375
18450,83.0,83,,,,,
18506,56.0,56,,,,,
18577,71.0,71,,,,,
18695,118.0,118,,,,,
18730,35.0,35,,,,,
18888,158.0,158,,,,,
19048,160.0,160,,,,,
19114,66.0,66,,,,,
19166,52.0,52,,,,,
19185,19.0,19,,,,,
19455,270.0,270,,,,,
19503,48.0,48,,,,,
19528,25.0,25,,,,,
19557,29.0,29,,,,,
19594,37.0,37,,,,,
19704,110.0,110,,,,,
19739,35.0,35,,,,,
19834,95.0,95,,,,,
19916,82.0,82,,,,,
20114,198.0,198,,,,,
20147,33.0,33,,,,,
20171,24.0,24,,,,,
20377,206.0,206,,,,,
20480,,,78.40682220458984,-5.5161452293396,0.6006753444671631,0.024892188608646393,0.1015625
20655,278.0,278,,,,,
20710,55.0,55,,,,,
20757,47.0,47,,,,,
20823,66.0,66,,,,,
20880,57.0,57,,,,,
20908,28.0,28,,,,,
21079,171.0,171,,,,,
21192,113.0,113,,,,,
21250,58.0,58,,,,,
21301,51.0,51,,,,,
21386,85.0,85,,,,,
21413,27.0,27,,,,,
21454,41.0,41,,,,,
21518,64.0,64,,,,,
21585,67.0,67,,,,,
21624,39.0,39,,,,,
21724,100.0,100,,,,,
21811,87.0,87,,,,,
21906,95.0,95,,,,,
21952,46.0,46,,,,,
22106,154.0,154,,,,,
22124,18.0,18,,,,,
22204,80.0,80,,,,,
22351,147.0,147,,,,,
22465,114.0,114,,,,,
22501,36.0,36,,,,,
22518,17.0,17,,,,,
22528,,,104.6865005493164,-2.5327367782592773,0.5601661205291748,0.027727898210287094,0.18359375
22613,95.0,95,,,,,
22755,142.0,142,,,,,
22859,104.0,104,,,,,
22998,139.0,139,,,,,
23187,189.0,189,,,,,
23404,217.0,217,,,,,
23562,158.0,158,,,,,
23762,200.0,200,,,,,
23951,189.0,189,,,,,
24115,164.0,164,,,,,
24265,150.0,150,,,,,
24460,195.0,195,,,,,
24576,,,75.83739471435547,-6.643884658813477,0.6479889154434204,0.013085118494927883,0.125
24709,249.0,249,,,,,
24749,40.0,40,,,,,
24785,36.0,36,,,,,
24829,44.0,44,,,,,
24905,76.0,76,,,,,
24944,39.0,39,,,,,
24986,42.0,42,,,,,
25016,30.0,30,,,,,
25038,22.0,22,,,,,
25156,118.0,118,,,,,
25277,121.0,121,,,,,
25490,213.0,213,,,,,
25529,39.0,39,,,,,
25555,26.0,26,,,,,
25570,15.0,15,,,,,
25592,22.0,22,,,,,
25698,106.0,106,,,,,
25815,117.0,117,,,,,
25880,65.0,65,,,,,
25934,54.0,54,,,,,
25976,42.0,42,,,,,
25996,20.0,20,,,,,
26048,52.0,52,,,,,
26067,19.0,19,,,,,
26173,106.0,106,,,,,
26210,37.0,37,,,,,
26255,45.0,45,,,,,
26276,21.0,21,,,,,
26368,92.0,92,,,,,
26421,53.0,53,,,,,
26467,46.0,46,,,,,
26503,36.0,36,,,,,
26529,26.0,26,,,,,
26624,,,109.06695556640625,-0.8291140794754028,0.4994800388813019,0.13821907341480255,0.41015625
26709,180.0,180,,,,,
27001,292.0,292,,,,,
27107,106.0,106,,,,,
27253,146.0,146,,,,,
27753,500.0,500,,,,,
28117,364.0,364,,,,,
28495,378.0,378,,,,,
28672,,,64.49740600585938,-8.438400268554688,0.6210569739341736,0.022312067449092865,0.15625
28731,236.0,236,,,,,
28928,197.0,197,,,,,
29170,242.0,242,,,,,
29369,199.0,199,,,,,
29422,53.0,53,,,,,
29606,184.0,184,,,,,
29802,196.0,196,,,,,
29873,71.0,71,,,,,
29968,95.0,95,,,,,
30138,170.0,170,,,,,
30223,85.0,85,,,,,
30533,310.0,310,,,,,
30704,171.0,171,,,,,
30720,,,53.78361511230469,-6.62017822265625,0.6432912349700928,0.014876777306199074,0.16015625
30768,64.0,64,,,,,
30892,124.0,124,,,,,
30973,81.0,81,,,,,
31028,55.0,55,,,,,
31116,88.0,88,,,,,
31188,72.0,72,,,,,
31282,94.0,94,,,,,
31347,65.0,65,,,,,
31395,48.0,48,,,,,
31462,67.0,67,,,,,
31566,104.0,104,,,,,
31596,30.0,30,,,,,
31681,85.0,85,,,,,
31704,23.0,23,,,,,
31817,113.0,113,,,,,
31877,60.0,60,,,,,
31922,45.0,45,,,,,
31962,40.0,40,,,,,
32023,61.0,61,,,,,
32129,106.0,106,,,,,
32361,232.0,232,,,,,
32385,24.0,24,,,,,
32477,92.0,92,,,,,
32529,52.0,52,,,,,
32682,153.0,153,,,,,
32747,65.0,65,,,,,
32768,,,99.55718994140625,-1.031431794166565,0.5731163024902344,0.061379045248031616,0.1953125
32903,156.0,156,,,,,
32963,60.0,60,,,,,
32996,33.0,33,,,,,
33106,110.0,110,,,,,
33147,41.0,41,,,,,
33285,138.0,138,,,,,
33486,201.0,201,,,,,
33588,102.0,102,,,,,
33714,126.0,126,,,,,
33916,202.0,202,,,,,
34008,92.0,92,,,,,
34031,23.0,23,,,,,
34064,33.0,33,,,,,
34326,262.0,262,,,,,
34459,133.0,133,,,,,
34603,144.0,144,,,,,
34748,145.0,145,,,,,
34816,,,83.59756469726562,-4.275184631347656,0.5806244015693665,0.008421584963798523,0.078125
34860,112.0,112,,,,,
34881,21.0,21,,,,,
34995,114.0,114,,,,,
35016,21.0,21,,,,,
35149,133.0,133,,,,,
35225,76.0,76,,,,,
35262,37.0,37,,,,,
35330,68.0,68,,,,,
35456,126.0,126,,,,,
35519,63.0,63,,,,,
35546,27.0,27,,,,,
35573,27.0,27,,,,,
35709,136.0,136,,,,,
35897,188.0,188,,,,,
35953,56.0,56,,,,,
36128,175.0,175,,,,,
36245,117.0,117,,,,,
36292,47.0,47,,,,,
36484,192.0,192,,,,,
36521,37.0,37,,,,,
36689,168.0,168,,,,,
36713,24.0,24,,,,,
36742,29.0,29,,,,,
36763,21.0,21,,,,,
36864,,,90.4583969116211,-1.1319894790649414,0.47125160694122314,0.2649165689945221,0.36328125
36951,188.0,188,,,,,
37097,146.0,146,,,,,
37276,179.0,179,,,,,
37505,229.0,229,,,,,
37684,179.0,179,,,,,
37832,148.0,148,,,,,
38014,182.0,182,,,,,
38165,151.0,151,,,,,
38356,191.0,191,,,,,
38528,172.0,172,,,,,
38676,148.0,148,,,,,
38837,161.0,161,,,,,
38912,,,25.089143753051758,-5.473014831542969,0.6470927000045776,0.021222718060016632,0.26171875
39013,176.0,176,,,,,
39163,150.0,150,,,,,
39327,164.0,164,,,,,
39441,114.0,114,,,,,
39460,19.0,19,,,,,
39530,70.0,70,,,,,
39584,54.0,54,,,,,
39723,139.0,139,,,,,
39736,13.0,13,,,,,
39822,86.0,86,,,,,
39871,49.0,49,,,,,
39966,95.0,95,,,,,
40084,118.0,118,,,,,
40212,128.0,128,,,,,
40354,142.0,142,,,,,
40472,118.0,118,,,,,
40621,149.0,149,,,,,
40692,71.0,71,,,,,
40781,89.0,89,,,,,
40897,116.0,116,,,,,
40960,,,79.9638671875,-2.38796329498291,0.5777943134307861,0.05602722242474556,0.171875
41015,118.0,118,,,,,
41160,145.0,145,,,,,
41284,124.0,124,,,,,
41415,131.0,131,,,,,
41665,250.0,250,,,,,
41900,235.0,235,,,,,
41938,38.0,38,,,,,
42130,192.0,192,,,,,
42248,118.0,118,,,,,
42391,143.0,143,,,,,
42521,130.0,130,,,,,
42695,174.0,174,,,,,
42798,103.0,103,,,,,
42849,51.0,51,,,,,
42971,122.0,122,,,,,
43008,,,62.14329528808594,-4.030317783355713,0.6123985052108765,0.01586971990764141,0.11328125
43132,161.0,161,,,,,
43267,135.0,135,,,,,
43302,35.0,35,,,,,
43422,120.0,120,,,,,
43550,128.0,128,,,,,
43663,113.0,113,,,,,
43820,157.0,157,,,,,
43974,154.0,154,,,,,
44039,65.0,65,,,,,
44163,124.0,124,,,,,
44284,121.0,121,,,,,
44328,44.0,44,,,,,
44504,176.0,176,,,,,
44646,142.0,142,,,,,
44767,121.0,121,,,,,
44892,125.0,125,,,,,
45051,159.0,159,,,,,
45056,,,44.664764404296875,-2.420236825942993,0.584192156791687,0.040505729615688324,0.15234375
45096,45.0,45,,,,,
45176,80.0,80,,,,,
45321,145.0,145,,,,,
45578,257.0,257,,,,,
45698,120.0,120,,,,,
45735,37.0,37,,,,,
45790,55.0,55,,,,,
45923,133.0,133,,,,,
46108,185.0,185,,,,,
46141,33.0,33,,,,,
46220,79.0,79,,,,,
46256,36.0,36,,,,,
46421,165.0,165,,,,,
46510,89.0,89,,,,,
46559,49.0,49,,,,,
46756,197.0,197,,,,,
46792,36.0,36,,,,,
46921,129.0,129,,,,,
47070,149.0,149,,,,,
47104,,,85.84089660644531,-1.3741332292556763,0.5279285907745361,0.6598451137542725,0.3203125
47409,339.0,339,,,,,
47584,175.0,175,,,,,
47747,163.0,163,,,,,
47782,35.0,35,,,,,
47807,25.0,25,,,,,
47978,171.0,171,,,,,
48166,188.0,188,,,,,
48379,213.0,213,,,,,
48570,191.0,191,,,,,
48745,175.0,175,,,,,
48871,126.0,126,,,,,
49152,,,56.65398025512695,-4.322943687438965,0.5926622152328491,0.014505712315440178,0.15234375
49206,335.0,335,,,,,
49293,87.0,87,,,,,
49467,174.0,174,,,,,
49569,102.0,102,,,,,
49895,326.0,326,,,,,
50095,200.0,200,,,,,
50295,200.0,200,,,,,
50368,73.0,73,,,,,
50405,37.0,37,,,,,
50637,232.0,232,,,,,
50695,58.0,58,,,,,
50877,182.0,182,,,,,
51057,180.0,180,,,,,
51200,,,78.28750610351562,-2.534921646118164,0.5866230130195618,0.024309197440743446,0.109375
51213,156.0,156,,,,,
51240,27.0,27,,,,,
51291,51.0,51,,,,,
51407,116.0,116,,,,,
51439,32.0,32,,,,,
51539,100.0,100,,,,,
51726,187.0,187,,,,,
51758,32.0,32,,,,,
51942,184.0,184,,,,,
51976,34.0,34,,,,,
52036,60.0,60,,,,,
52060,24.0,24,,,,,
52274,214.0,214,,,,,
52338,64.0,64,,,,,
52405,67.0,67,,,,,
52558,153.0,153,,,,,
52614,56.0,56,,,,,
52682,68.0,68,,,,,
52867,185.0,185,,,,,
52922,55.0,55,,,,,
53030,108.0,108,,,,,
53052,22.0,22,,,,,
53092,40.0,40,,,,,
53164,72.0,72,,,,,
53248,,,149.66934204101562,3.2006919384002686,0.45790475606918335,0.6124445199966431,0.3671875
53431,267.0,267,,,,,
53632,201.0,201,,,,,
53818,186.0,186,,,,,
54026,208.0,208,,,,,
54218,192.0,192,,,,,
54448,230.0,230,,,,,
54656,208.0,208,,,,,
54944,288.0,288,,,,,
55146,202.0,202,,,,,
55296,,,23.469453811645508,-5.002266883850098,0.6065422892570496,0.022730017080903053,0.1484375
55480,334.0,334,,,,,
55668,188.0,188,,,,,
55735,67.0,67,,,,,
55951,216.0,216,,,,,
56063,112.0,112,,,,,
56194,131.0,131,,,,,
56264,70.0,70,,,,,
56342,78.0,78,,,,,
56553,211.0,211,,,,,
56682,129.0,129,,,,,
56782,100.0,100,,,,,
56855,73.0,73,,,,,
56897,42.0,42,,,,,
56982,85.0,85,,,,,
57110,128.0,128,,,,,
57191,81.0,81,,,,,
57251,60.0,60,,,,,
57320,69.0,69,,,,,
57344,,,95.29263305664062,0.3429880142211914,0.5264760851860046,0.1889777034521103,0.3125
57473,153.0,153,,,,,
57697,224.0,224,,,,,
57814,117.0,117,,,,,
57970,156.0,156,,,,,
58098,128.0,128,,,,,
58208,110.0,110,,,,,
58363,155.0,155,,,,,
58499,136.0,136,,,,,
58609,110.0,110,,,,,
58728,119.0,119,,,,,
58867,139.0,139,,,,,
58988,121.0,121,,,,,
59115,127.0,127,,,,,
59261,146.0,146,,,,,
59372,111.0,111,,,,,
59392,,,12.247014999389648,-1.9851266145706177,0.5855996608734131,0.01604483649134636,0.17578125
59423,51.0,51,,,,,
59564,141.0,141,,,,,
59597,33.0,33,,,,,
59683,86.0,86,,,,,
59694,11.0,11,,,,,
59732,38.0,38,,,,,
59874,142.0,142,,,,,
59982,108.0,108,,,,,
60109,127.0,127,,,,,
60171,62.0,62,,,,,
60335,164.0,164,,,,,
60366,31.0,31,,,,,
60408,42.0,42,,,,,
60425,17.0,17,,,,,
60468,43.0,43,,,,,
60519,51.0,51,,,,,
60541,22.0,22,,,,,
60689,148.0,148,,,,,
60809,120.0,120,,,,,
60949,140.0,140,,,,,
61076,127.0,127,,,,,
61247,171.0,171,,,,,
61383,136.0,136,,,,,
61440,,,94.78568267822266,2.4615895748138428,0.488174170255661,0.6999110579490662,0.41796875
61526,143.0,143,,,,,
61552,26.0,26,,,,,
61722,170.0,170,,,,,
61836,114.0,114,,,,,
61962,126.0,126,,,,,
62092,130.0,130,,,,,
62227,135.0,135,,,,,
62361,134.0,134,,,,,
62504,143.0,143,,,,,
62685,181.0,181,,,,,
62843,158.0,158,,,,,
63132,289.0,289,,,,,
63255,123.0,123,,,,,
63488,,,28.738786697387695,-2.0065526962280273,0.5951337814331055,0.013460416346788406,0.15625
63513,258.0,258,,,,,
63543,30.0,30,,,,,
63612,69.0,69,,,,,
63721,109.0,109,,,,,
63737,16.0,16,,,,,
63751,14.0,14,,,,,
63861,110.0,110,,,,,
63960,99.0,99,,,,,
64101,141.0,141,,,,,
64211,110.0,110,,,,,
64227,16.0,16,,,,,
64250,23.0,23,,,,,
64366,116.0,116,,,,,
64560,194.0,194,,,,,
64581,21.0,21,,,,,
64655,74.0,74,,,,,
64761,106.0,106,,,,,
64909,148.0,148,,,,,
64928,19.0,19,,,,,
65028,100.0,100,,,,,
65182,154.0,154,,,,,
65324,142.0,142,,,,,
65459,135.0,135,,,,,
65536,,,72.19010162353516,1.1572197675704956,0.5254839658737183,0.1926635056734085,0.18359375
65568,109.0,109,,,,,
65718,150.0,150,,,,,
65936,218.0,218,,,,,
66224,288.0,288,,,,,
66423,199.0,199,,,,,
66586,163.0,163,,,,,
66749,163.0,163,,,,,
66936,187.0,187,,,,,
67068,132.0,132,,,,,
67197,129.0,129,,,,,
67358,161.0,161,,,,,
67494,136.0,136,,,,,
67584,,,26.684673309326172,-2.7188973426818848,0.60016930103302,0.013055399060249329,0.140625
67601,107.0,107,,,,,
67656,55.0,55,,,,,
67846,190.0,190,,,,,
68014,168.0,168,,,,,
68221,207.0,207,,,,,
68347,126.0,126,,,,,
68546,199.0,199,,,,,
68667,121.0,121,,,,,
68846,179.0,179,,,,,
68969,123.0,123,,,,,
69149,180.0,180,,,,,
69327,178.0,178,,,,,
69368,41.0,41,,,,,
69522,154.0,154,,,,,
69632,,,54.61200714111328,-1.7766433954238892,0.552852988243103,0.03317483514547348,0.1953125
69679,157.0,157,,,,,
69871,192.0,192,,,,,
70015,144.0,144,,,,,
70235,220.0,220,,,,,
70448,213.0,213,,,,,
70599,151.0,151,,,,,
70788,189.0,189,,,,,
71089,301.0,301,,,,,
71250,161.0,161,,,,,
71351,101.0,101,,,,,
71465,114.0,114,,,,,
71514,49.0,49,,,,,
71649,135.0,135,,,,,
71680,,,48.202171325683594,-1.7006945610046387,0.6010104417800903,0.012411253526806831,0.1171875
71718,69.0,69,,,,,
71916,198.0,198,,,,,
72065,149.0,149,,,,,
72113,48.0,48,,,,,
72255,142.0,142,,,,,
72474,219.0,219,,,,,
72672,198.0,198,,,,,
72789,117.0,117,,,,,
72934,145.0,145,,,,,
73150,216.0,216,,,,,
73209,59.0,59,,,,,
73358,149.0,149,,,,,
73543,185.0,185,,,,,
73672,129.0,129,,,,,
73728,,,70.37799072265625,-0.47540366649627686,0.5663144588470459,0.05987466126680374,0.140625
73854,182.0,182,,,,,
74003,149.0,149,,,,,
74137,134.0,134,,,,,
74274,137.0,137,,,,,
74448,174.0,174,,,,,
74601,153.0,153,,,,,
74769,168.0,168,,,,,
74973,204.0,204,,,,,
75131,158.0,158,,,,,
75360,229.0,229,,,,,
75557,197.0,197,,,,,
75699,142.0,142,,,,,
75776,,,6.625369071960449,-1.8148080110549927,0.5898910164833069,0.025555800646543503,0.35546875
75903,204.0,204,,,,,
75970,67.0,67,,,,,
76145,175.0,175,,,,,
76188,43.0,43,,,,,
76227,39.0,39,,,,,
76252,25.0,25,,,,,
76410,158.0,158,,,,,
76533,123.0,123,,,,,
76732,199.0,199,,,,,
76752,20.0,20,,,,,
76812,60.0,60,,,,,
76851,39.0,39,,,,,
77064,213.0,213,,,,,
77162,98.0,98,,,,,
77183,21.0,21,,,,,
77245,62.0,62,,,,,
77257,12.0,12,,,,,
77274,17.0,17,,,,,
77309,35.0,35,,,,,
77459,150.0,150,,,,,
77483,24.0,24,,,,,
77640,157.0,157,,,,,
77699,59.0,59,,,,,
77824,,,148.04779052734375,3.6138784885406494,0.4487006366252899,0.876375138759613,0.39453125
77846,147.0,147,,,,,
78002,156.0,156,,,,,
78194,192.0,192,,,,,
78389,195.0,195,,,,,
78591,202.0,202,,,,,
78752,161.0,161,,,,,
78900,148.0,148,,,,,
79097,197.0,197,,,,,
79271,174.0,174,,,,,
79456,185.0,185,,,,,
79714,258.0,258,,,,,
79872,158.0,158,,,,,
79872,,,6.477693557739258,-2.4106650352478027,0.604799211025238,0.017975332215428352,0.234375
80037,165.0,165,,,,,
80242,205.0,205,,,,,
80486,244.0,244,,,,,
80502,16.0,16,,,,,
80661,159.0,159,,,,,
80689,28.0,28,,,,,
80854,165.0,165,,,,,
80974,120.0,120,,,,,
81141,167.0,167,,,,,
81277,136.0,136,,,,,
81348,71.0,71,,,,,
81601,253.0,253,,,,,
81756,155.0,155,,,,,
81920,,,47.06705093383789,-0.9431987404823303,0.5917068719863892,0.02051478624343872,0.14453125
81921,165.0,165,,,,,
82256,335.0,335,,,,,
82394,138.0,138,,,,,
82418,24.0,24,,,,,
82541,123.0,123,,,,,
82683,142.0,142,,,,,
82809,126.0,126,,,,,
82959,150.0,150,,,,,
83131,172.0,172,,,,,
83261,130.0,130,,,,,
83294,33.0,33,,,,,
83458,164.0,164,,,,,
83641,183.0,183,,,,,
83848,207.0,207,,,,,
83968,,,52.39264678955078,-0.5487256050109863,0.5377702713012695,0.07863804697990417,0.18359375
84101,253.0,253,,,,,
84283,182.0,182,,,,,
84489,206.0,206,,,,,
84690,201.0,201,,,,,
84940,250.0,250,,,,,
85037,97.0,97,,,,,
85264,227.0,227,,,,,
85339,75.0,75,,,,,
85402,63.0,63,,,,,
85636,234.0,234,,,,,
85699,63.0,63,,,,,
85907,208.0,208,,,,,
86016,,,83.60070037841797,-0.33461448550224304,0.5453606843948364,0.07544968277215958,0.15234375
86184,277.0,277,,,,,
86348,164.0,164,,,,,
86371,23.0,23,,,,,
86624,253.0,253,,,,,
86726,102.0,102,,,,,
86899,173.0,173,,,,,
87047,148.0,148,,,,,
87234,187.0,187,,,,,
87649,415.0,415,,,,,
87899,250.0,250,,,,,
88029,130.0,130,,,,,
88064,,,15.430541038513184,-1.9158729314804077,0.592108964920044,0.037437040358781815,0.2734375
88453,424.0,424,,,,,
88652,199.0,199,,,,,
88829,177.0,177,,,,,
89096,267.0,267,,,,,
89293,197.0,197,,,,,
89631,338.0,338,,,,,
89808,177.0,177,,,,,
90000,192.0,192,,,,,
90112,,,40.43049621582031,-1.9695066213607788,0.6076216697692871,0.017769241705536842,0.1171875
90195,195.0,195,,,,,
90225,30.0,30,,,,,
90259,34.0,34,,,,,
90418,159.0,159,,,,,
90612,194.0,194,,,,,
90773,161.0,161,,,,,
91055,282.0,282,,,,,
91339,284.0,284,,,,,
91553,214.0,214,,,,,
91685,132.0,132,,,,,
91854,169.0,169,,,,,
91930,76.0,76,,,,,
92068,138.0,138,,,,,
92160,,,45.5146598815918,-0.802726686000824,0.5328070521354675,0.02927471697330475,0.16015625
92230,162.0,162,,,,,
92403,173.0,173,,,,,
92576,173.0,173,,,,,
92778,202.0,202,,,,,
92952,174.0,174,,,,,
93152,200.0,200,,,,,
93349,197.0,197,,,,,
93534,185.0,185,,,,,
93693,159.0,159,,,,,
93860,167.0,167,,,,,
94019,159.0,159,,,,,
94162,143.0,143,,,,,
94208,,,3.508687973022461,-0.946355402469635,0.6042687892913818,0.013699827715754509,0.25390625
94309,147.0,147,,,,,
94439,130.0,130,,,,,
94524,85.0,85,,,,,
94836,312.0,312,,,,,
95060,224.0,224,,,,,
95075,15.0,15,,,,,
95139,64.0,64,,,,,
95247,108.0,108,,,,,
95274,27.0,27,,,,,
95530,256.0,256,,,,,
95552,22.0,22,,,,,
95735,183.0,183,,,,,
95751,16.0,16,,,,,
95938,187.0,187,,,,,
96092,154.0,154,,,,,
96112,20.0,20,,,,,
96256,,,111.98027038574219,1.3384901285171509,0.48591434955596924,0.16750934720039368,0.34375
96531,419.0,419,,,,,
96825,294.0,294,,,,,
96957,132.0,132,,,,,
97094,137.0,137,,,,,
97329,235.0,235,,,,,
97541,212.0,212,,,,,
97844,303.0,303,,,,,
98094,250.0,250,,,,,
