step,ep_return,ep_len,value_loss,policy_loss,entropy,approx_kl,clipfrac
4783,41.0,41,,,,,
4846,63.0,63,,,,,
4875,29.0,29,,,,,
4906,31.0,31,,,,,
4941,35.0,35,,,,,
4965,24.0,24,,,,,
4991,26.0,26,,,,,
5057,66.0,66,,,,,
5147,90.0,90,,,,,
5172,25.0,25,,,,,
5190,18.0,18,,,,,
5238,48.0,48,,,,,
5264,26.0,26,,,,,
5310,46.0,46,,,,,
5337,27.0,27,,,,,
5369,32.0,32,,,,,
5396,27.0,27,,,,,
5441,45.0,45,,,,,
5492,51.0,51,,,,,
5506,14.0,14,,,,,
5530,24.0,24,,,,,
5582,52.0,52,,,,,
5663,81.0,81,,,,,
5679,16.0,16,,,,,
5710,31.0,31,,,,,
5735,25.0,25,,,,,
5768,33.0,33,,,,,
5811,43.0,43,,,,,
5849,38.0,38,,,,,
5906,57.0,57,,,,,
5958,52.0,52,,,,,
6001,43.0,43,,,,,
6036,35.0,35,,,,,
6061,25.0,25,,,,,
6127,66.0,66,,,,,
6144,,,82.1416244506836,-10.773555755615234,0.6193352937698364,0.01318817213177681,0.171875
6236,109.0,109,,,,,
6323,87.0,87,,,,,
6342,19.0,19,,,,,
6372,30.0,30,,,,,
6464,92.0,92,,,,,
6481,17.0,17,,,,,
6563,82.0,82,,,,,
6586,23.0,23,,,,,
6620,34.0,34,,,,,
6662,42.0,42,,,,,
6705,43.0,43,,,,,
6750,45.0,45,,,,,
6782,32.0,32,,,,,
6829,47.0,47,,,,,
6939,110.0,110,,,,,
7033,94.0,94,,,,,
7129,96.0,96,,,,,
7242,113.0,113,,,,,
7258,16.0,16,,,,,
7305,47.0,47,,,,,
7426,121.0,121,,,,,
7455,29.0,29,,,,,
7524,69.0,69,,,,,
7612,88.0,88,,,,,
7668,56.0,56,,,,,
7715,47.0,47,,,,,
7838,123.0,123,,,,,
7921,83.0,83,,,,,
7975,54.0,54,,,,,
8002,27.0,27,,,,,
8081,79.0,79,,,,,
8144,63.0,63,,,,,
8192,,,72.52432250976562,-11.068681716918945,0.6237200498580933,0.0017431228188797832,0.01171875
8315,171.0,171,,,,,
8390,75.0,75,,,,,
8403,13.0,13,,,,,
8425,22.0,22,,,,,
8487,62.0,62,,,,,
8557,70.0,70,,,,,
8696,139.0,139,,,,,
8768,72.0,72,,,,,
8838,70.0,70,,,,,
8905,67.0,67,,,,,
8973,68.0,68,,,,,
9028,55.0,55,,,,,
9098,70.0,70,,,,,
9162,64.0,64,,,,,
9236,74.0,74,,,,,
9312,76.0,76,,,,,
9379,67.0,67,,,,,
9466,87.0,87,,,,,
9572,106.0,106,,,,,
9642,70.0,70,,,,,
9690,48.0,48,,,,,
9720,30.0,30,,,,,
9765,45.0,45,,,,,
9797,32.0,32,,,,,
9846,49.0,49,,,,,
9915,69.0,69,,,,,
10007,92.0,92,,,,,
10068,61.0,61,,,,,
10117,49.0,49,,,,,
10196,79.0,79,,,,,
10240,,,51.24500274658203,-9.23460578918457,0.6105884313583374,0.005413101986050606,0.0625
10278,82.0,82,,,,,
10308,30.0,30,,,,,
10387,79.0,79,,,,,
10482,95.0,95,,,,,
10610,128.0,128,,,,,
10727,117.0,117,,,,,
10850,123.0,123,,,,,
10953,103.0,103,,,,,
10994,41.0,41,,,,,
11044,50.0,50,,,,,
11080,36.0,36,,,,,
11121,41.0,41,,,,,
11166,45.0,45,,,,,
11255,89.0,89,,,,,
11301,46.0,46,,,,,
11347,46.0,46,,,,,
11480,133.0,133,,,,,
11568,88.0,88,,,,,
11619,51.0,51,,,,,
11716,97.0,97,,,,,
11813,97.0,97,,,,,
11896,83.0,83,,,,,
12055,159.0,159,,,,,
12131,76.0,76,,,,,
12193,62.0,62,,,,,
12288,,,54.721649169921875,-9.354473114013672,0.6288942098617554,0.00276009039953351,0.015625
12318,125.0,125,,,,,
12366,48.0,48,,,,,
12402,36.0,36,,,,,
12484,82.0,82,,,,,
12615,131.0,131,,,,,
12661,46.0,46,,,,,
12718,57.0,57,,,,,
12814,96.0,96,,,,,
12860,46.0,46,,,,,
12945,85.0,85,,,,,
12963,18.0,18,,,,,
13008,45.0,45,,,,,
13090,82.0,82,,,,,
13162,72.0,72,,,,,
13220,58.0,58,,,,,
13249,29.0,29,,,,,
13296,47.0,47,,,,,
13388,92.0,92,,,,,
13523,135.0,135,,,,,
13609,86.0,86,,,,,
13630,21.0,21,,,,,
13711,81.0,81,,,,,
13846,135.0,135,,,,,
13961,115.0,115,,,,,
14023,62.0,62,,,,,
14117,94.0,94,,,,,
14176,59.0,59,,,,,
14244,68.0,68,,,,,
14297,53.0,53,,,,,
14336,,,66.79039764404297,-6.408088207244873,0.6181371212005615,0.004160880111157894,0.03125
14383,86.0,86,,,,,
14417,34.0,34,,,,,
14658,241.0,241,,,,,
14739,81.0,81,,,,,
14763,24.0,24,,,,,
14879,116.0,116,,,,,
14963,84.0,84,,,,,
15082,119.0,119,,,,,
15119,37.0,37,,,,,
15289,170.0,170,,,,,
15349,60.0,60,,,,,
15499,150.0,150,,,,,
15589,90.0,90,,,,,
15705,116.0,116,,,,,
15746,41.0,41,,,,,
15765,19.0,19,,,,,
15811,46.0,46,,,,,
15879,68.0,68,,,,,
15912,33.0,33,,,,,
16010,98.0,98,,,,,
16129,119.0,119,,,,,
16233,104.0,104,,,,,
16384,,,70.3766098022461,-7.4623212814331055,0.6454159021377563,0.0049344575963914394,0.07421875
16413,180.0,180,,,,,
16443,30.0,30,,,,,
16563,120.0,120,,,,,
16637,74.0,74,,,,,
16671,34.0,34,,,,,
16688,17.0,17,,,,,
16718,30.0,30,,,,,
16763,45.0,45,,,,,
16866,103.0,103,,,,,
16922,56.0,56,,,,,
17020,98.0,98,,,,,
17055,35.0,35,,,,,
17120,65.0,65,,,,,
17184,64.0,64,,,,,
17312,128.0,128,,,,,
17345,33.0,33,,,,,
17407,62.0,62,,,,,
17454,47.0,47,,,,,
17482,28.0,28,,,,,
17580,98.0,98,,,,,
17620,40.0,40,,,,,
17691,71.0,71,,,,,
17830,139.0,139,,,,,
17899,69.0,69,,,,,
17965,66.0,66,,,,,
18078,113.0,113,,,,,
18127,49.0,49,,,,,
18273,146.0,146,,,,,
18324,51.0,51,,,,,
18401,77.0,77,,,,,
18432,,,79.06282043457031,-4.497960090637207,0.5983325242996216,0.015191301703453064,0.1015625
18602,201.0,201,,,,,
18667,65.0,65,,,,,
18779,112.0,112,,,,,
18987,208.0,208,,,,,
19166,179.0,179,,,,,
19391,225.0,225,,,,,
19415,24.0,24,,,,,
19438,23.0,23,,,,,
19595,157.0,157,,,,,
19676,81.0,81,,,,,
19739,63.0,63,,,,,
19846,107.0,107,,,,,
19867,21.0,21,,,,,
19936,69.0,69,,,,,
20011,75.0,75,,,,,
20139,128.0,128,,,,,
20262,123.0,123,,,,,
20345,83.0,83,,,,,
20411,66.0,66,,,,,
20471,60.0,60,,,,,
20480,,,81.05644989013672,-6.561422348022461,0.6348538398742676,0.007851265370845795,0.078125
20584,113.0,113,,,,,
20713,129.0,129,,,,,
20745,32.0,32,,,,,
20854,109.0,109,,,,,
20956,102.0,102,,,,,
20972,16.0,16,,,,,
20992,20.0,20,,,,,
21043,51.0,51,,,,,
21065,22.0,22,,,,,
21176,111.0,111,,,,,
21208,32.0,32,,,,,
21235,27.0,27,,,,,
21277,42.0,42,,,,,
21297,20.0,20,,,,,
21354,57.0,57,,,,,
21478,124.0,124,,,,,
21506,28.0,28,,,,,
21544,38.0,38,,,,,
21575,31.0,31,,,,,
21630,55.0,55,,,,,
21659,29.0,29,,,,,
21705,46.0,46,,,,,
21764,59.0,59,,,,,
21793,29.0,29,,,,,
21937,144.0,144,,,,,
21983,46.0,46,,,,,
22256,273.0,273,,,,,
22375,119.0,119,,,,,
22447,72.0,72,,,,,
22475,28.0,28,,,,,
22495,20.0,20,,,,,
22528,,,73.0235595703125,-3.9439244270324707,0.5724180936813354,0.04345832020044327,0.16796875
22623,128.0,128,,,,,
22672,49.0,49,,,,,
22769,97.0,97,,,,,
22977,208.0,208,,,,,
23092,115.0,115,,,,,
23230,138.0,138,,,,,
23299,69.0,69,,,,,
23424,125.0,125,,,,,
23538,114.0,114,,,,,
23558,20.0,20,,,,,
23675,117.0,117,,,,,
23708,33.0,33,,,,,
23837,129.0,129,,,,,
23951,114.0,114,,,,,
24063,112.0,112,,,,,
24217,154.0,154,,,,,
24403,186.0,186,,,,,
24576,,,71.87435913085938,-5.830100059509277,0.6307383179664612,0.00941742304712534,0.10546875
24627,224.0,224,,,,,
24681,54.0,54,,,,,
24839,158.0,158,,,,,
24971,132.0,132,,,,,
25108,137.0,137,,,,,
25221,113.0,113,,,,,
25272,51.0,51,,,,,
25387,115.0,115,,,,,
25444,57.0,57,,,,,
25562,118.0,118,,,,,
25812,250.0,250,,,,,
25842,30.0,30,,,,,
25910,68.0,68,,,,,
26063,153.0,153,,,,,
26094,31.0,31,,,,,
26178,84.0,84,,,,,
26213,35.0,35,,,,,
26268,55.0,55,,,,,
26393,125.0,125,,,,,
26551,158.0,158,,,,,
26624,,,93.03372192382812,-4.114534854888916,0.6227045059204102,0.0039000106044113636,0.0390625
26641,90.0,90,,,,,
26811,170.0,170,,,,,
26842,31.0,31,,,,,
26913,71.0,71,,,,,
27013,100.0,100,,,,,
27056,43.0,43,,,,,
27090,34.0,34,,,,,
27212,122.0,122,,,,,
27240,28.0,28,,,,,
27266,26.0,26,,,,,
27292,26.0,26,,,,,
27303,11.0,11,,,,,
27360,57.0,57,,,,,
27552,192.0,192,,,,,
27600,48.0,48,,,,,
27665,65.0,65,,,,,
27801,136.0,136,,,,,
27971,170.0,170,,,,,
28075,104.0,104,,,,,
28172,97.0,97,,,,,
28241,69.0,69,,,,,
28275,34.0,34,,,,,
28447,172.0,172,,,,,
28489,42.0,42,,,,,
28596,107.0,107,,,,,
28672,,,73.47213745117188,-4.368588924407959,0.5792207717895508,0.016335541382431984,0.10546875
28788,192.0,192,,,,,
29063,275.0,275,,,,,
29209,146.0,146,,,,,
29374,165.0,165,,,,,
29493,119.0,119,,,,,
29659,166.0,166,,,,,
29778,119.0,119,,,,,
29892,114.0,114,,,,,
29921,29.0,29,,,,,
29957,36.0,36,,,,,
30247,290.0,290,,,,,
30403,156.0,156,,,,,
30508,105.0,105,,,,,
30711,203.0,203,,,,,
30720,,,68.92694091796875,-5.5280609130859375,0.6454863548278809,0.012715229764580727,0.12109375
30742,31.0,31,,,,,
30782,40.0,40,,,,,
30992,210.0,210,,,,,
31102,110.0,110,,,,,
31123,21.0,21,,,,,
31265,142.0,142,,,,,
31349,84.0,84,,,,,
31372,23.0,23,,,,,
31545,173.0,173,,,,,
31784,239.0,239,,,,,
31805,21.0,21,,,,,
31974,169.0,169,,,,,
32038,64.0,64,,,,,
32057,19.0,19,,,,,
32162,105.0,105,,,,,
32201,39.0,39,,,,,
32273,72.0,72,,,,,
32363,90.0,90,,,,,
32432,69.0,69,,,,,
32551,119.0,119,,,,,
32768,,,105.87342071533203,-2.2987923622131348,0.5375223755836487,0.04541368409991264,0.21875
32835,284.0,284,,,,,
32914,79.0,79,,,,,
33015,101.0,101,,,,,
33140,125.0,125,,,,,
33181,41.0,41,,,,,
33303,122.0,122,,,,,
33408,105.0,105,,,,,
33565,157.0,157,,,,,
33616,51.0,51,,,,,
33734,118.0,118,,,,,
33874,140.0,140,,,,,
33919,45.0,45,,,,,
34000,81.0,81,,,,,
34125,125.0,125,,,,,
34343,218.0,218,,,,,
34487,144.0,144,,,,,
34538,51.0,51,,,,,
34631,93.0,93,,,,,
34762,131.0,131,,,,,
34804,42.0,42,,,,,
34816,,,92.21119689941406,-1.7891767024993896,0.5926377773284912,0.047507479786872864,0.21875
34871,67.0,67,,,,,
34908,37.0,37,,,,,
35071,163.0,163,,,,,
35173,102.0,102,,,,,
35188,15.0,15,,,,,
35266,78.0,78,,,,,
35377,111.0,111,,,,,
35520,143.0,143,,,,,
35625,105.0,105,,,,,
35727,102.0,102,,,,,
35746,19.0,19,,,,,
35834,88.0,88,,,,,
35886,52.0,52,,,,,
36017,131.0,131,,,,,
36055,38.0,38,,,,,
36076,21.0,21,,,,,
36225,149.0,149,,,,,
36361,136.0,136,,,,,
36413,52.0,52,,,,,
36464,51.0,51,,,,,
36578,114.0,114,,,,,
36617,39.0,39,,,,,
36753,136.0,136,,,,,
36804,51.0,51,,,,,
36859,55.0,55,,,,,
36864,,,98.81587982177734,-0.010498136281967163,0.5569772124290466,0.03624013066291809,0.2109375
36979,120.0,120,,,,,
37208,229.0,229,,,,,
37362,154.0,154,,,,,
37475,113.0,113,,,,,
37646,171.0,171,,,,,
37829,183.0,183,,,,,
37938,109.0,109,,,,,
38059,121.0,121,,,,,
38240,181.0,181,,,,,
38415,175.0,175,,,,,
38576,161.0,161,,,,,
38757,181.0,181,,,,,
38912,,,25.737709045410156,-5.383323669433594,0.6287009716033936,0.019234059378504753,0.19140625
38946,189.0,189,,,,,
38995,49.0,49,,,,,
39023,28.0,28,,,,,
39044,21.0,21,,,,,
39089,45.0,45,,,,,
39145,56.0,56,,,,,
39229,84.0,84,,,,,
39346,117.0,117,,,,,
39487,141.0,141,,,,,
39504,17.0,17,,,,,
39553,49.0,49,,,,,
39690,137.0,137,,,,,
39823,133.0,133,,,,,
39854,31.0,31,,,,,
40036,182.0,182,,,,,
40185,149.0,149,,,,,
40330,145.0,145,,,,,
40396,66.0,66,,,,,
40565,169.0,169,,,,,
40613,48.0,48,,,,,
40677,64.0,64,,,,,
40837,160.0,160,,,,,
40880,43.0,43,,,,,
40952,72.0,72,,,,,
40960,,,113.15543365478516,0.2751193046569824,0.5404928922653198,0.0756390169262886,0.17578125
41128,176.0,176,,,,,
41281,153.0,153,,,,,
41520,239.0,239,,,,,
41687,167.0,167,,,,,
41853,166.0,166,,,,,
42078,225.0,225,,,,,
42220,142.0,142,,,,,
42271,51.0,51,,,,,
42397,126.0,126,,,,,
42556,159.0,159,,,,,
42681,125.0,125,,,,,
42797,116.0,116,,,,,
42845,48.0,48,,,,,
42943,98.0,98,,,,,
43008,,,49.097007751464844,-4.36888313293457,0.6115586161613464,0.011625172570347786,0.12890625
43066,123.0,123,,,,,
43117,51.0,51,,,,,
43163,46.0,46,,,,,
43292,129.0,129,,,,,
43393,101.0,101,,,,,
43525,132.0,132,,,,,
43632,107.0,107,,,,,
43733,101.0,101,,,,,
43899,166.0,166,,,,,
44010,111.0,111,,,,,
44030,20.0,20,,,,,
44132,102.0,102,,,,,
44181,49.0,49,,,,,
44263,82.0,82,,,,,
44378,115.0,115,,,,,
44397,19.0,19,,,,,
44542,145.0,145,,,,,
44677,135.0,135,,,,,
44859,182.0,182,,,,,
44964,105.0,105,,,,,
45056,,,78.4840087890625,-1.222215175628662,0.5554369688034058,0.030383415520191193,0.140625
45102,138.0,138,,,,,
45299,197.0,197,,,,,
45415,116.0,116,,,,,
45618,203.0,203,,,,,
45872,254.0,254,,,,,
46002,130.0,130,,,,,
46307,305.0,305,,,,,
46494,187.0,187,,,,,
46609,115.0,115,,,,,
46748,139.0,139,,,,,
46974,226.0,226,,,,,
47104,,,48.607933044433594,-4.096956253051758,0.6275045275688171,0.0193773303180933,0.27734375
47128,154.0,154,,,,,
47140,12.0,12,,,,,
47291,151.0,151,,,,,
47512,221.0,221,,,,,
47663,151.0,151,,,,,
47693,30.0,30,,,,,
47828,135.0,135,,,,,
47863,35.0,35,,,,,
47881,18.0,18,,,,,
47939,58.0,58,,,,,
47957,18.0,18,,,,,
48140,183.0,183,,,,,
48258,118.0,118,,,,,
48394,136.0,136,,,,,
48414,20.0,20,,,,,
48580,166.0,166,,,,,
48604,24.0,24,,,,,
48619,15.0,15,,,,,
48728,109.0,109,,,,,
48753,25.0,25,,,,,
48796,43.0,43,,,,,
48827,31.0,31,,,,,
48933,106.0,106,,,,,
48950,17.0,17,,,,,
48986,36.0,36,,,,,
49032,46.0,46,,,,,
49052,20.0,20,,,,,
49084,32.0,32,,,,,
49107,23.0,23,,,,,
49126,19.0,19,,,,,
49152,,,147.0537872314453,2.9914488792419434,0.4973667860031128,0.37096256017684937,0.37109375
49154,28.0,28,,,,,
49360,206.0,206,,,,,
49540,180.0,180,,,,,
49742,202.0,202,,,,,
49892,150.0,150,,,,,
50021,129.0,129,,,,,
50134,113.0,113,,,,,
50334,200.0,200,,,,,
50604,270.0,270,,,,,
50743,139.0,139,,,,,
50905,162.0,162,,,,,
51152,247.0,247,,,,,
51200,,,35.5030403137207,-4.246605396270752,0.6357763409614563,0.020314950495958328,0.2265625
51324,172.0,172,,,,,
51573,249.0,249,,,,,
51597,24.0,24,,,,,
51735,138.0,138,,,,,
51977,242.0,242,,,,,
52012,35.0,35,,,,,
52229,217.0,217,,,,,
52371,142.0,142,,,,,
52427,56.0,56,,,,,
52475,48.0,48,,,,,
52499,24.0,24,,,,,
52582,83.0,83,,,,,
52656,74.0,74,,,,,
52745,89.0,89,,,,,
52771,26.0,26,,,,,
52937,166.0,166,,,,,
52961,24.0,24,,,,,
52992,31.0,31,,,,,
53063,71.0,71,,,,,
53243,180.0,180,,,,,
53248,,,143.40280151367188,0.8681033253669739,0.5061589479446411,0.11423756182193756,0.34765625
53561,318.0,318,,,,,
53696,135.0,135,,,,,
53872,176.0,176,,,,,
54136,264.0,264,,,,,
54594,458.0,458,,,,,
54813,219.0,219,,,,,
55005,192.0,192,,,,,
55225,220.0,220,,,,,
55296,,,25.770103454589844,-5.307191371917725,0.6235139966011047,0.016002167016267776,0.11328125
55521,296.0,296,,,,,
55722,201.0,201,,,,,
55800,78.0,78,,,,,
55830,30.0,30,,,,,
55885,55.0,55,,,,,
56026,141.0,141,,,,,
56190,164.0,164,,,,,
56338,148.0,148,,,,,
56518,180.0,180,,,,,
56705,187.0,187,,,,,
56980,275.0,275,,,,,
57085,105.0,105,,,,,
57275,190.0,190,,,,,
57344,,,95.75536346435547,-1.9194961786270142,0.582059919834137,0.023870443925261497,0.15625
57508,233.0,233,,,,,
57580,72.0,72,,,,,
57620,40.0,40,,,,,
57636,16.0,16,,,,,
57715,79.0,79,,,,,
57737,22.0,22,,,,,
57761,24.0,24,,,,,
57810,49.0,49,,,,,
57885,75.0,75,,,,,
57902,17.0,17,,,,,
57950,48.0,48,,,,,
58020,70.0,70,,,,,
58079,59.0,59,,,,,
58105,26.0,26,,,,,
58144,39.0,39,,,,,
58215,71.0,71,,,,,
58365,150.0,150,,,,,
58468,103.0,103,,,,,
58532,64.0,64,,,,,
58569,37.0,37,,,,,
58588,19.0,19,,,,,
58753,165.0,165,,,,,
58923,170.0,170,,,,,
58948,25.0,25,,,,,
59030,82.0,82,,,,,
59059,29.0,29,,,,,
59244,185.0,185,,,,,
59315,71.0,71,,,,,
59392,,,139.85183715820312,5.887204170227051,0.46841979026794434,0.4676833748817444,0.5234375
59460,145.0,145,,,,,
59675,215.0,215,,,,,
59873,198.0,198,,,,,
59992,119.0,119,,,,,
60165,173.0,173,,,,,
60298,133.0,133,,,,,
60547,249.0,249,,,,,
60690,143.0,143,,,,,
60872,182.0,182,,,,,
61023,151.0,151,,,,,
61144,121.0,121,,,,,
61303,159.0,159,,,,,
61440,,,18.968732833862305,-3.0004935264587402,0.6002911925315857,0.012454034760594368,0.1484375
61460,157.0,157,,,,,
61615,155.0,155,,,,,
61760,145.0,145,,,,,
61918,158.0,158,,,,,
62074,156.0,156,,,,,
62244,170.0,170,,,,,
62433,189.0,189,,,,,
62645,212.0,212,,,,,
62787,142.0,142,,,,,
62957,170.0,170,,,,,
63090,133.0,133,,,,,
63198,108.0,108,,,,,
63386,188.0,188,,,,,
63426,40.0,40,,,,,
63488,,,30.867130279541016,-2.343019962310791,0.6066316962242126,0.028843674808740616,0.26171875
63575,149.0,149,,,,,
63641,66.0,66,,,,,
63703,62.0,62,,,,,
63816,113.0,113,,,,,
63946,130.0,130,,,,,
64016,70.0,70,,,,,
64086,70.0,70,,,,,
64256,170.0,170,,,,,
64406,150.0,150,,,,,
64543,137.0,137,,,,,
64570,27.0,27,,,,,
64690,120.0,120,,,,,
64784,94.0,94,,,,,
64806,22.0,22,,,,,
64914,108.0,108,,,,,
65021,107.0,107,,,,,
65153,132.0,132,,,,,
65357,204.0,204,,,,,
65480,123.0,123,,,,,
65532,52.0,52,,,,,
65536,,,68.09916687011719,1.1062417030334473,0.5287647247314453,0.05531605705618858,0.23046875
65843,311.0,311,,,,,
65919,76.0,76,,,,,
66175,256.0,256,,,,,
66384,209.0,209,,,,,
66594,210.0,210,,,,,
66752,158.0,158,,,,,
66867,115.0,115,,,,,
66881,14.0,14,,,,,
67047,166.0,166,,,,,
67189,142.0,142,,,,,
67401,212.0,212,,,,,
67575,174.0,174,,,,,
67584,,,22.86288833618164,-3.404313802719116,0.5798240900039673,0.023955561220645905,0.234375
67688,113.0,113,,,,,
67860,172.0,172,,,,,
68038,178.0,178,,,,,
68150,112.0,112,,,,,
68362,212.0,212,,,,,
68601,239.0,239,,,,,
68836,235.0,235,,,,,
69038,202.0,202,,,,,
69235,197.0,197,,,,,
69359,124.0,124,,,,,
69519,160.0,160,,,,,
69632,,,8.515796661376953,-3.1347107887268066,0.5975459218025208,0.03516007959842682,0.31640625
69712,193.0,193,,,,,
69760,48.0,48,,,,,
69946,186.0,186,,,,,
69981,35.0,35,,,,,
70119,138.0,138,,,,,
70244,125.0,125,,,,,
70271,27.0,27,,,,,
70289,18.0,18,,,,,
70542,253.0,253,,,,,
70689,147.0,147,,,,,
70741,52.0,52,,,,,
70802,61.0,61,,,,,
70870,68.0,68,,,,,
70919,49.0,49,,,,,
70965,46.0,46,,,,,
71164,199.0,199,,,,,
71193,29.0,29,,,,,
71360,167.0,167,,,,,
71428,68.0,68,,,,,
71513,85.0,85,,,,,
71539,26.0,26,,,,,
71680,,,152.71829223632812,3.793126344680786,0.45269516110420227,0.31129878759384155,0.3828125
71696,157.0,157,,,,,
71712,16.0,16,,,,,
71885,173.0,173,,,,,
72123,238.0,238,,,,,
72308,185.0,185,,,,,
72603,295.0,295,,,,,
72833,230.0,230,,,,,
72989,156.0,156,,,,,
73070,81.0,81,,,,,
73453,383.0,383,,,,,
73728,,,31.35798454284668,-3.394989252090454,0.6133702397346497,0.02064759097993374,0.2578125
73953,500.0,500,,,,,
74122,169.0,169,,,,,
