step,ep_return,ep_len,q_loss,actor_loss,alpha,alpha_loss
3700,,,88.58123779296875,73.36101531982422,0.11887567734468689,0.06171340495347977
3750,,,76.88964080810547,72.11054992675781,0.11859955203940871,0.04695812612771988
3800,-871.7003617333945,200,,,,
3800,,,175.70388793945312,74.72233581542969,0.11832610208627756,-0.31676605343818665
3850,,,43.30587387084961,75.96319580078125,0.11790131754167742,-0.48441922664642334
3900,,,5.499905109405518,72.14176177978516,0.11758448194113531,-0.15421083569526672
3950,,,4.484352111816406,78.86639404296875,0.11728463229135938,-0.06323012709617615
4000,-1486.6589363466069,200,,,,
4000,,,131.38418579101562,77.5655517578125,0.11729723309101515,0.4394398331642151
4050,,,23.446802139282227,76.88710021972656,0.11752254825865575,0.1042163223028183
4100,,,71.61640930175781,80.93692016601562,0.11756720041885567,-0.6033321022987366
4150,,,127.02299499511719,78.41267395019531,0.11764510320080061,0.23957327008247375
4200,-1164.2885554242705,200,,,,
4200,,,51.1706657409668,78.24807739257812,0.11779962384689771,-0.11494741588830948
4250,,,126.6746826171875,83.89644622802734,0.11767630507167903,-0.16293606162071228
4300,,,63.149776458740234,83.16769409179688,0.11787440602918224,0.08360154181718826
4350,,,5.101051330566406,84.9009780883789,0.11800158320584296,0.2421036660671234
4400,-855.279956088777,200,,,,
4400,,,5.169061660766602,87.77306365966797,0.11844025188817082,0.045533373951911926
4450,,,104.39210510253906,88.78270721435547,0.11867180716830501,-0.03943187743425369
4500,,,128.84512329101562,86.22552490234375,0.11893429311933436,0.3699616491794586
4550,,,40.063575744628906,90.02354431152344,0.1187551366221397,0.2193920910358429
4600,-856.4745730601998,200,,,,
4600,,,81.22085571289062,91.6930923461914,0.11873411040716232,0.06157418340444565
4650,,,7.121486186981201,88.4844741821289,0.11891299083808224,-0.4078468680381775
4700,,,93.60382843017578,93.49817657470703,0.11916043736012923,0.3705679178237915
4750,,,287.3333740234375,88.84696960449219,0.11966759862327218,0.4757160544395447
4800,-1320.6491570151622,200,,,,
4800,,,5.141509532928467,93.76538848876953,0.11999530862788838,0.1751294732093811
4850,,,63.48301696777344,93.8895492553711,0.12058861346137434,-0.009532779455184937
4900,,,5.19911003112793,94.12127685546875,0.12108478229372911,-0.05753161013126373
4950,,,63.5275993347168,96.58001708984375,0.12142302658996407,0.5670056939125061
5000,-1390.9666190466353,200,,,,
5000,,,6.4706315994262695,98.07420349121094,0.12202597419477237,0.012801207602024078
5050,,,86.87902069091797,99.2745361328125,0.12257638463106782,0.18645939230918884
5100,,,89.44374084472656,99.84757995605469,0.12305238988170282,0.1790519803762436
5150,,,79.92098236083984,96.26636505126953,0.12359900527797592,0.6628605723381042
5200,-1023.2996099885673,200,,,,
5200,,,7.802430152893066,101.03944396972656,0.12439416520178027,0.1207285225391388
5250,,,140.22140502929688,100.55563354492188,0.12523049117090548,0.1447744518518448
5300,,,74.13914489746094,104.41261291503906,0.12605116307688213,0.49929678440093994
5350,,,64.97494506835938,104.91935729980469,0.12740579069004732,0.6767246723175049
5400,-1448.148996514295,200,,,,
5400,,,185.43569946289062,102.99105834960938,0.12870063472685672,0.6517513394355774
5450,,,320.84698486328125,103.70574188232422,0.12960676975122998,0.34445828199386597
5500,,,7.135278701782227,108.0459976196289,0.13031484566777324,-0.4209628105163574
5550,,,96.69660949707031,107.65646362304688,0.1310707638804652,0.7027530074119568
5600,-950.2016971146803,200,,,,
5600,,,36.46516418457031,109.7663803100586,0.1320859523381536,0.2144639492034912
5650,,,202.49562072753906,111.33692932128906,0.13280173675645768,0.4471546411514282
5700,,,295.9605712890625,108.69599914550781,0.1339310120116309,0.8358941078186035
5750,,,10.39096450805664,111.30045318603516,0.13520745198831283,0.6800611019134521
5800,-882.3031917088005,200,,,,
5800,,,143.77264404296875,114.92524719238281,0.13640966027609547,-0.2243170291185379
5850,,,161.11541748046875,113.54806518554688,0.13786716645789945,0.20015335083007812
5900,,,11.146505355834961,108.17279052734375,0.13900927376721844,0.30718356370925903
5950,,,97.8380355834961,112.64903259277344,0.13973087268754864,0.3422258198261261
6000,-1179.109138529497,200,,,,
6000,,,11.436243057250977,119.37523651123047,0.1405589207029495,0.22344368696212769
6050,,,325.3687744140625,113.75125122070312,0.14146761583596512,0.4654954969882965
6100,,,8.387989044189453,117.93441009521484,0.1424149377368396,0.6561057567596436
6150,,,107.27655029296875,112.92481994628906,0.1435342331150521,0.4604125916957855
6200,-1193.0797233895992,200,,,,
6200,,,105.99165344238281,113.3248062133789,0.1447947126489519,-0.1145922914147377
6250,,,130.58303833007812,119.02830505371094,0.14650843121096174,0.16305698454380035
6300,,,106.66299438476562,116.99790954589844,0.1482526877063117,0.10864955931901932
6350,,,110.20993041992188,119.50772857666016,0.14990343022828342,0.3193145990371704
6400,-1541.0404148840298,200,,,,
6400,,,106.84040832519531,123.70013427734375,0.15131009202679735,0.5075117349624634
6450,,,193.00634765625,120.70570373535156,0.15315623865071315,0.17990612983703613
6500,,,60.700157165527344,125.18757629394531,0.15424869713241862,0.11504700034856796
6550,,,116.75777435302734,122.7651596069336,0.15522751954624506,0.36090198159217834
6600,-1066.777399524038,200,,,,
6600,,,355.439208984375,125.50083923339844,0.15632592155572236,0.5044607520103455
6650,,,101.86643981933594,121.99311065673828,0.1576047965368686,-0.01852240413427353
6700,,,102.69983673095703,123.56085205078125,0.15845132437863024,-0.3652110993862152
6750,,,409.6640625,126.57245635986328,0.15936267294262152,0.1586414873600006
6800,-1314.143937618443,200,,,,
6800,,,11.199877738952637,126.91837310791016,0.16082916037758987,0.09649565815925598
6850,,,11.570728302001953,125.187744140625,0.16231253949282257,0.22814705967903137
6900,,,281.64532470703125,134.21807861328125,0.16326599211611592,0.15766896307468414
6950,,,7.9516401290893555,131.5186004638672,0.1639279501562453,-0.04302948713302612
7000,-984.6536565287778,200,,,,
7000,,,215.26248168945312,132.17425537109375,0.16495718692688896,0.4445521831512451
7050,,,7.987569808959961,128.7349395751953,0.16572717482587185,0.021507494151592255
7100,,,201.07728576660156,127.14727783203125,0.16714387622440696,-0.11122851073741913
7150,,,6.405040740966797,134.24307250976562,0.1687617048716158,0.5118539333343506
7200,-909.6292209697459,200,,,,
7200,,,11.271549224853516,134.0872802734375,0.17133475920689153,0.579198956489563
7250,,,82.56861877441406,130.66856384277344,0.17313889763655327,-0.03462854027748108
7300,,,268.111083984375,131.7508087158203,0.17546693672242875,0.1859300136566162
7350,,,6.680089950561523,131.91473388671875,0.1768861080238408,0.2139248549938202
7400,-873.0430113912064,200,,,,
7400,,,68.60834503173828,137.2589111328125,0.17866217088355266,0.2506565749645233
7450,,,80.1873779296875,133.71551513671875,0.1807399585504049,0.18340525031089783
7500,,,115.9696044921875,140.43801879882812,0.18209092124414455,0.39429259300231934
7550,,,78.53849792480469,136.3343505859375,0.18388526122826068,0.1887086033821106
7600,-958.95003790014,200,,,,
7600,,,56.63818359375,138.70172119140625,0.18574021970976567,0.29743602871894836
7650,,,6.876751899719238,141.87191772460938,0.1873325297633184,0.21159708499908447
7700,,,111.32395935058594,136.45132446289062,0.18870215503069998,-0.05188245326280594
7750,,,82.10943603515625,137.7881317138672,0.19007426996345966,0.18635302782058716
7800,-1001.2209006772779,200,,,,
7800,,,13.996427536010742,138.37652587890625,0.19126597865663714,0.2069612443447113
7850,,,116.9320068359375,143.75254821777344,0.19297796065978015,-0.05845625698566437
7900,,,7.235357761383057,140.92303466796875,0.19453408357907956,-0.08814072608947754
7950,,,411.21722412109375,141.57830810546875,0.19573971789342084,0.23640422523021698
8000,-1626.9637097381067,200,,,,
8000,,,208.6630859375,146.43878173828125,0.19710716538181197,0.04608258232474327
8050,,,52.39936828613281,146.024658203125,0.19737456039208154,0.09483711421489716
8100,,,132.21630859375,138.78915405273438,0.1989055935394539,-0.019032269716262817
8150,,,249.29750061035156,145.2860107421875,0.19990228881478003,-0.08300517499446869
8200,-1163.2409478222012,200,,,,
8200,,,206.97601318359375,147.57679748535156,0.20176823248420164,-0.1860552430152893
8250,,,187.9100341796875,142.62503051757812,0.20271339473115182,0.17690755426883698
8300,,,734.2413940429688,147.4597625732422,0.20336283592392088,0.11868652701377869
8350,,,67.67657470703125,140.07408142089844,0.2043424805733579,0.07723956555128098
8400,-752.5977404848508,200,,,,
8400,,,9.39712905883789,140.5181121826172,0.20491931061862653,-0.2475595474243164
8450,,,98.91334533691406,144.70419311523438,0.20574210071282914,0.28047993779182434
8500,,,7.843816757202148,143.6710662841797,0.20823392102618857,0.3396998643875122
8550,,,11.695331573486328,145.60302734375,0.20972500727416432,0.028847966343164444
8600,-703.8259165673784,200,,,,
8600,,,134.61456298828125,152.17515563964844,0.21112034406653218,0.2656922936439514
8650,,,147.0989990234375,151.26931762695312,0.2118163813096975,0.08303576707839966
8700,,,502.4035949707031,148.20944213867188,0.21229651767838462,0.4148934781551361
8750,,,15.612889289855957,149.3092498779297,0.2130674832847126,0.13292370736598969
8800,-1067.3658479347512,200,,,,
8800,,,7.098183631896973,152.74517822265625,0.21378316401425604,0.10041473805904388
8850,,,260.7232666015625,152.69737243652344,0.21411605080529683,-0.24370017647743225
8900,,,551.1634521484375,151.71942138671875,0.2149827262004686,-0.32334184646606445
8950,,,7.169754505157471,145.48095703125,0.2151974013354062,0.01296352967619896
9000,-1520.9587572212863,200,,,,
9000,,,190.9478759765625,153.8347930908203,0.21500155942382088,-0.009354725480079651
9050,,,155.56434631347656,157.796630859375,0.21544823749129693,0.013374939560890198
9100,,,251.6756591796875,150.9642791748047,0.21587493050686493,-0.2125300168991089
9150,,,143.96505737304688,155.14068603515625,0.21633852158933484,0.16624321043491364
9200,-1664.4410922807876,200,,,,
9200,,,6.411043167114258,159.15484619140625,0.21615758781414568,-0.07041805982589722
9250,,,10.675514221191406,162.64895629882812,0.21599893092204142,0.015354491770267487
9300,,,228.2709503173828,155.0047149658203,0.21661657828721978,-0.022356487810611725
9350,,,153.80264282226562,159.59375,0.2178295116917611,0.008067898452281952
9400,-1668.6473053010745,200,,,,
9400,,,393.9275817871094,162.6894073486328,0.2204072910737292,-0.011378111317753792
9450,,,106.1278076171875,162.3562469482422,0.2232313399684297,0.300031453371048
9500,,,482.174072265625,157.53977966308594,0.22601798361474304,0.012586943805217743
9550,,,14.25618839263916,166.83505249023438,0.2288002150786127,0.25941428542137146
9600,-1496.2043622918789,200,,,,
9600,,,9.558382987976074,162.5343017578125,0.23100397635004116,0.23504608869552612
9650,,,336.2142333984375,165.3144073486328,0.2327177987904008,0.3046342730522156
9700,,,201.24183654785156,170.44752502441406,0.233908330634213,-0.03603964298963547
9750,,,364.4984130859375,170.9532928466797,0.23551338977356184,0.10695809870958328
9800,-1448.969949219618,200,,,,
9800,,,963.632080078125,165.42575073242188,0.23734065753357694,-0.0751803070306778
9850,,,399.91094970703125,162.95172119140625,0.23877279360492326,0.3002999424934387
9900,,,189.51596069335938,175.39328002929688,0.2405471953864386,-0.1066443994641304
9950,,,254.0703125,167.13333129882812,0.24197145058597241,0.22049912810325623
10000,-1444.1969763939956,200,,,,
10000,,,120.95272827148438,167.5546417236328,0.2437633818528002,0.14956237375736237
10050,,,241.16209411621094,174.47381591796875,0.24496433094874373,-0.0784209817647934
10100,,,121.145263671875,170.09286499023438,0.24647078218528173,0.1421307772397995
10150,,,518.3997802734375,174.18557739257812,0.248026629319105,-0.07033929973840714
10200,-126.16740584173641,200,,,,
10200,,,60.09564208984375,168.54592895507812,0.24864925124380147,0.06514998525381088
10250,,,353.9674072265625,177.6097412109375,0.25123802745514834,-0.00010104849934577942
10300,,,660.409912109375,168.3682098388672,0.25302592262918416,-0.11072362959384918
10350,,,172.20681762695312,171.84011840820312,0.25453417340864665,0.07036250084638596
10400,-233.44356343512442,200,,,,
10400,,,191.68719482421875,170.08335876464844,0.25528515093352655,-0.18027374148368835
10450,,,196.26553344726562,171.44461059570312,0.2558029108497825,0.18403396010398865
10500,,,115.37879180908203,177.26718139648438,0.25822129949500827,0.38540077209472656
10550,,,230.9945068359375,170.37066650390625,0.2591187112609959,-0.034870609641075134
10600,-244.7688801130466,200,,,,
10600,,,201.84307861328125,169.86830139160156,0.25928323426442157,-0.05349775776267052
10650,,,256.4150085449219,170.83143615722656,0.2603750345072208,-0.0190289169549942
10700,,,117.95307922363281,177.969482421875,0.26058997047687926,-0.18948672711849213
10750,,,155.325927734375,168.80419921875,0.26087424733041714,-0.1041504293680191
10800,-1.2064337098040276,200,,,,
10800,,,117.06151580810547,176.3632354736328,0.2609028711993307,0.1795925498008728
10850,,,18.834962844848633,166.2342529296875,0.2611133027440604,-0.10659854114055634
10900,,,121.248779296875,174.31661987304688,0.26134487255140754,0.07745766639709473
10950,,,17.22705841064453,172.68060302734375,0.26234169629018567,-0.03833923861384392
11000,-856.1914207595155,200,,,,
11000,,,13.420984268188477,172.58255004882812,0.2637621948392213,-0.11934882402420044
11050,,,346.4693298339844,179.0500946044922,0.2642738578443934,0.05135054141283035
11100,,,437.91033935546875,173.21038818359375,0.2636201046680318,0.10974685847759247
11150,,,786.5574951171875,176.12115478515625,0.26433635695962315,0.06466609984636307
11200,-126.11845593330402,200,,,,
11200,,,610.8280029296875,170.31759643554688,0.2643832399140347,-0.06476101279258728
11250,,,456.75836181640625,171.0166473388672,0.26602294362598183,-0.06662715971469879
11300,,,10.575372695922852,168.9730987548828,0.26740508774643945,-0.0415739044547081
11350,,,210.75132751464844,170.270263671875,0.2688247162256173,0.22264647483825684
11400,-249.73928759671745,200,,,,
11400,,,15.81816291809082,162.32260131835938,0.2693350417218873,-0.036241281777620316
11450,,,129.3899688720703,168.29115295410156,0.26962161243517485,-0.17261746525764465
11500,,,154.21246337890625,167.2585906982422,0.2685625529061696,-0.11086156219244003
11550,,,193.58250427246094,160.9103240966797,0.26860215889891703,-0.35746467113494873
11600,-241.03597209510377,200,,,,
11600,,,525.4630737304688,172.41046142578125,0.2700136034769823,0.06539217382669449
11650,,,636.84765625,166.89138793945312,0.2709255970602529,-0.12954841554164886
11700,,,907.9835815429688,165.237060546875,0.2714590428276727,-0.1255817860364914
11750,,,762.84423828125,170.48135375976562,0.2717070949047055,0.08731414377689362
11800,-509.03928836655456,200,,,,
11800,,,442.72021484375,164.7288055419922,0.2720204278748445,-0.060406990349292755
11850,,,285.87255859375,170.23623657226562,0.27115640090837156,0.057163387537002563
11900,,,144.6265869140625,170.5287628173828,0.2722064355845632,-0.0897652879357338
11950,,,11.745211601257324,171.42013549804688,0.2719256476388037,-0.10469061881303787
12000,-368.37822121932606,200,,,,
12000,,,506.6075439453125,168.58738708496094,0.2706281758318946,0.019205693155527115
12050,,,13.19744873046875,171.7052764892578,0.2703533509505115,-0.1011296883225441
12100,,,11.19250202178955,173.83740234375,0.2700118330023041,-0.08821261674165726
12150,,,378.64874267578125,181.08624267578125,0.26866326921227657,0.013920985162258148
12200,-122.09314920595797,200,,,,
12200,,,122.15054321289062,167.85731506347656,0.26806341715949517,-0.034467123448848724
12250,,,269.07855224609375,169.32095336914062,0.2674867614622494,0.07617363333702087
12300,,,402.16668701171875,172.5760955810547,0.2671098622769264,-0.0740927904844284
12350,,,257.0491943359375,180.91297912597656,0.26710739937834976,0.162520170211792
12400,-633.3560701677882,200,,,,
12400,,,142.6112060546875,161.1437530517578,0.2666714902015839,-0.06788022071123123
12450,,,55.32578659057617,168.52056884765625,0.26707404404537527,0.2424657940864563
12500,,,266.93560791015625,171.14981079101562,0.26845907546086384,-0.0764760747551918
12550,,,15.408354759216309,168.81631469726562,0.26808807433378495,-0.17251156270503998
12600,-242.2971755886682,200,,,,
12600,,,12.932821273803711,172.44406127929688,0.26755925548169857,0.03777659311890602
12650,,,11.070963859558105,167.72592163085938,0.26766283073473357,0.19752137362957
12700,,,583.5977172851562,169.86654663085938,0.2700226689039168,-0.012540770694613457
12750,,,925.6233520507812,158.30517578125,0.27167077363215114,0.12871375679969788
12800,-491.8418239905686,200,,,,
12800,,,13.983665466308594,166.81280517578125,0.2734877683556523,-0.022297557443380356
12850,,,18.27625274658203,168.39141845703125,0.2758002596001894,0.038408346474170685
12900,,,787.208740234375,165.68936157226562,0.27564493209799235,0.08606572449207306
12950,,,33.91156005859375,168.4983673095703,0.27743914441021733,0.07916834950447083
13000,-355.54337347018736,200,,,,
13000,,,960.9964599609375,169.72865295410156,0.2788030065831691,-0.012377947568893433
13050,,,114.39817810058594,168.70706176757812,0.27884931045778294,0.014470323920249939
13100,,,465.2288513183594,164.52615356445312,0.27875290626284405,-0.08405712246894836
13150,,,353.00994873046875,157.5232696533203,0.27942405450341246,0.08561214059591293
13200,-124.9891016575811,200,,,,
13200,,,15.632568359375,171.51995849609375,0.2797042170018598,0.191115140914917
13250,,,285.4108581542969,170.01510620117188,0.2801772337946622,0.23034793138504028
13300,,,191.05947875976562,159.52334594726562,0.27992548065421974,0.1626238226890564
13350,,,354.4970703125,174.07659912109375,0.2807541476101214,-0.08043622970581055
13400,-237.51521937856668,200,,,,
13400,,,583.07275390625,162.72976684570312,0.2795818779346499,0.026695583015680313
13450,,,11.509369850158691,165.74813842773438,0.27931005633323497,-0.22091421484947205
13500,,,607.8360595703125,168.3650665283203,0.2795650131625366,0.05365220084786415
13550,,,1151.6826171875,177.38938903808594,0.2791162508792166,0.20178928971290588
13600,-120.15040775821208,200,,,,
13600,,,421.41119384765625,167.50180053710938,0.2787510360458305,-0.0429980531334877
13650,,,13.3690185546875,171.65213012695312,0.2778963886036003,-0.1398182213306427
13700,,,533.1448974609375,163.8802032470703,0.27641558131884975,-0.01625889539718628
13750,,,444.66656494140625,160.92283630371094,0.27586930969572493,-0.011001527309417725
13800,-362.3142180706391,200,,,,
13800,,,605.9813232421875,173.7056427001953,0.27705467107937476,0.13081955909729004
13850,,,178.283935546875,166.55870056152344,0.2762713220223348,0.02892567217350006
13900,,,421.5744934082031,166.2737274169922,0.27725837457423297,-0.03959321975708008
13950,,,16.522045135498047,172.43899536132812,0.2783873167412378,0.3505139946937561
14000,-645.4170374696247,200,,,,
14000,,,630.8607177734375,168.54409790039062,0.2826353688369901,0.08957074582576752
14050,,,13.021890640258789,165.7132568359375,0.2861592383087894,0.039076440036296844
14100,,,23.111621856689453,162.8778839111328,0.2883037082262481,0.17055374383926392
14150,,,635.0771484375,166.4184112548828,0.29044808466210986,0.25018972158432007
14200,-125.35467327828388,200,,,,
14200,,,1375.59423828125,174.3773193359375,0.2925922546382343,-0.015299917198717594
14250,,,183.12786865234375,170.3309783935547,0.2943051961981472,-0.13813874125480652
14300,,,125.64920043945312,162.83554077148438,0.2949234527130645,-0.1006544679403305
14350,,,38.75398635864258,157.32659912109375,0.29554085715411027,-0.08357629179954529
14400,-367.5451007559808,200,,,,
14400,,,15.780242919921875,168.4889373779297,0.29574767777312433,-0.12113291025161743
14450,,,263.055419921875,159.61463928222656,0.2957553791674387,0.11020863056182861
14500,,,542.384033203125,171.20553588867188,0.29454179697093386,-0.03382381051778793
14550,,,327.890869140625,161.0538787841797,0.2930768799888541,-0.10456283390522003
14600,-125.66402939730254,200,,,,
14600,,,11.415164947509766,170.0353546142578,0.29326034367338405,-0.11441962420940399
14650,,,459.6583251953125,163.60992431640625,0.2932444275347478,-0.056160710752010345
14700,,,35.8892936706543,163.46456909179688,0.2939121472363391,-0.10903656482696533
14750,,,787.4820556640625,161.7178497314453,0.2922966769195976,0.1842227578163147
14800,-693.5720392151023,200,,,,
14800,,,25.365095138549805,163.22201538085938,0.2922572355515613,-0.07816018164157867
14850,,,41.55327606201172,160.0809783935547,0.2918459041082869,0.049453601241111755
14900,,,513.8497314453125,160.52890014648438,0.29235523825438,-0.006271451711654663
14950,,,960.1072998046875,164.72476196289062,0.2916642491598592,0.05388728529214859
15000,-125.6319818347462,200,,,,
15000,,,869.162109375,165.9972381591797,0.29031457097450647,0.020176734775304794
15050,,,14.474854469299316,172.59349060058594,0.28947403363291074,0.10993750393390656
15100,,,280.0657958984375,163.9278564453125,0.28859534424111943,-0.13459797203540802
15150,,,200.39761352539062,171.52920532226562,0.2892849006717658,0.17270159721374512
15200,-1875.1329704831928,200,,,,
15200,,,14.669069290161133,175.86373901367188,0.29112842417136625,0.10426604747772217
15250,,,241.01910400390625,159.3267822265625,0.29169527019035413,0.13765382766723633
15300,,,1128.591552734375,177.89918518066406,0.292880035002973,0.05946087837219238
15350,,,28.439918518066406,163.97747802734375,0.2933303418211234,0.028144700452685356
15400,-509.3549668860066,200,,,,
15400,,,13.359617233276367,168.1134490966797,0.29247176724279444,0.08696141839027405
15450,,,2177.1845703125,169.96107482910156,0.29267634885934085,-0.029322173446416855
15500,,,584.8731689453125,167.11648559570312,0.29263677919201747,0.03740277141332626
15550,,,13.182914733886719,166.73782348632812,0.2937508909729258,0.017355814576148987
15600,-121.31815043550127,200,,,,
15600,,,604.54345703125,162.196044921875,0.29534735337839746,0.11046502739191055
15650,,,306.06585693359375,162.63352966308594,0.29578329398741116,0.024847758933901787
15700,,,33.49518585205078,160.0446014404297,0.29694711486117814,-0.015791064128279686
15750,,,364.7857666015625,181.93540954589844,0.2975204532202571,-0.047563984990119934
15800,-515.3412939905757,200,,,,
15800,,,14.256623268127441,164.91812133789062,0.2971845731676014,-0.23866577446460724
15850,,,174.96112060546875,163.91583251953125,0.2945690046953719,0.06774643063545227
15900,,,1237.23974609375,173.12158203125,0.29199876071167125,-0.012420465238392353
15950,,,19.718002319335938,164.8686065673828,0.29120165326474207,-0.05182263255119324
16000,-371.6964262363379,200,,,,
16000,,,12.9717435836792,161.39419555664062,0.2902515470166554,-0.2854951322078705
16050,,,745.88818359375,162.42556762695312,0.287970113872733,0.03669445961713791
16100,,,506.68316650390625,168.65573120117188,0.2858889943541781,-0.1374933123588562
16150,,,362.7644348144531,164.60165405273438,0.28377085039056066,-0.012908510863780975
16200,-123.29842248679982,200,,,,
16200,,,21.045589447021484,158.32630920410156,0.28167111611173945,0.17918294668197632
16250,,,84.06272888183594,169.2340850830078,0.28182774826231427,0.05278248339891434
16300,,,25.317705154418945,162.07830810546875,0.28277488782321003,-0.009360519237816334
16350,,,175.95831298828125,162.38807678222656,0.2834642398485082,-0.15551504492759705
16400,-0.3335581579509825,200,,,,
16400,,,18.25506019592285,173.95375061035156,0.28388753790942867,-0.06825608015060425
16450,,,177.48057556152344,168.63323974609375,0.2840682543415147,-0.1095505952835083
16500,,,18.781341552734375,162.12094116210938,0.2829918200059537,0.1792306900024414
16550,,,1176.489501953125,158.56431579589844,0.28465974882209877,-0.022942598909139633
16600,-240.47726791958218,200,,,,
16600,,,485.6629638671875,161.90396118164062,0.2846199232421861,-0.11444677412509918
16650,,,28.38003158569336,173.64501953125,0.2835975678905929,0.05035024136304855
16700,,,349.2066955566406,163.04226684570312,0.28341258210179904,0.19482848048210144
